名称	道具种类	具体类别	动画文件名	对应物件索引	宽度	高度	说明文字	详细类别
幽胧之青蜈缠腰碎片(4/6)	4	1191	\spr\item\citydefence\bigfragment.spr	347	1	1	幽胧之青蜈缠腰的碎片，只要收集齐全部的六片便能在临安神秘铁匠处合成“幽胧之青蜈缠腰”。	1
幽胧之青蜈缠腰碎片(5/6)	4	1192	\spr\item\citydefence\bigfragment.spr	347	1	1	幽胧之青蜈缠腰的碎片，只要收集齐全部的六片便能在临安神秘铁匠处合成“幽胧之青蜈缠腰”。	1
幽胧之青蜈缠腰碎片(6/6)	4	1193	\spr\item\citydefence\bigfragment.spr	347	1	1	幽胧之青蜈缠腰的碎片，只要收集齐全部的六片便能在临安神秘铁匠处合成“幽胧之青蜈缠腰”。	1
冥幻之腐骨护腕碎片(1/6)	4	1194	\spr\item\citydefence\bigfragment.spr	347	1	1	冥幻之腐骨护腕的碎片，只要收集齐全部的六片便能在临安神秘铁匠处合成“冥幻之腐骨护腕”。	1
冥幻之腐骨护腕碎片(2/6)	4	1195	\spr\item\citydefence\bigfragment.spr	347	1	1	冥幻之腐骨护腕的碎片，只要收集齐全部的六片便能在临安神秘铁匠处合成“冥幻之腐骨护腕”。	1
冥幻之腐骨护腕碎片(3/6)	4	1196	\spr\item\citydefence\bigfragment.spr	347	1	1	冥幻之腐骨护腕的碎片，只要收集齐全部的六片便能在临安神秘铁匠处合成“冥幻之腐骨护腕”。	1
冥幻之腐骨护腕碎片(4/6)	4	1197	\spr\item\citydefence\bigfragment.spr	347	1	1	冥幻之腐骨护腕的碎片，只要收集齐全部的六片便能在临安神秘铁匠处合成“冥幻之腐骨护腕”。	1
冥幻之腐骨护腕碎片(5/6)	4	1198	\spr\item\citydefence\bigfragment.spr	347	1	1	冥幻之腐骨护腕的碎片，只要收集齐全部的六片便能在临安神秘铁匠处合成“冥幻之腐骨护腕”。	1
冥幻之腐骨护腕碎片(6/6)	4	1199	\spr\item\citydefence\bigfragment.spr	347	1	1	冥幻之腐骨护腕的碎片，只要收集齐全部的六片便能在临安神秘铁匠处合成“冥幻之腐骨护腕”。	1
咒缚之穿心毒腕碎片(1/6)	4	1200	\spr\item\citydefence\bigfragment.spr	347	1	1	咒缚之穿心毒腕的碎片，只要收集齐全部的六片便能在临安神秘铁匠处合成“咒缚之穿心毒腕”。	1
咒缚之穿心毒腕碎片(2/6)	4	1201	\spr\item\citydefence\bigfragment.spr	347	1	1	咒缚之穿心毒腕的碎片，只要收集齐全部的六片便能在临安神秘铁匠处合成“咒缚之穿心毒腕”。	1
咒缚之穿心毒腕碎片(3/6)	4	1202	\spr\item\citydefence\bigfragment.spr	347	1	1	咒缚之穿心毒腕的碎片，只要收集齐全部的六片便能在临安神秘铁匠处合成“咒缚之穿心毒腕”。	1
咒缚之穿心毒腕碎片(4/6)	4	1203	\spr\item\citydefence\bigfragment.spr	347	1	1	咒缚之穿心毒腕的碎片，只要收集齐全部的六片便能在临安神秘铁匠处合成“咒缚之穿心毒腕”。	1
咒缚之穿心毒腕碎片(5/6)	4	1204	\spr\item\citydefence\bigfragment.spr	347	1	1	咒缚之穿心毒腕的碎片，只要收集齐全部的六片便能在临安神秘铁匠处合成“咒缚之穿心毒腕”。	1
咒缚之穿心毒腕碎片(6/6)	4	1205	\spr\item\citydefence\bigfragment.spr	347	1	1	咒缚之穿心毒腕的碎片，只要收集齐全部的六片便能在临安神秘铁匠处合成“咒缚之穿心毒腕”。	1
冰寒之心箭腰扣碎片(1/6)	4	1206	\spr\item\citydefence\bigfragment.spr	347	1	1	冰寒之心箭腰扣的碎片，只要收集齐全部的六片便能在临安神秘铁匠处合成“冰寒之心箭腰扣”。	1
冰寒之心箭腰扣碎片(2/6)	4	1207	\spr\item\citydefence\bigfragment.spr	347	1	1	冰寒之心箭腰扣的碎片，只要收集齐全部的六片便能在临安神秘铁匠处合成“冰寒之心箭腰扣”。	1
冰寒之心箭腰扣碎片(3/6)	4	1208	\spr\item\citydefence\bigfragment.spr	347	1	1	冰寒之心箭腰扣的碎片，只要收集齐全部的六片便能在临安神秘铁匠处合成“冰寒之心箭腰扣”。	1
冰寒之心箭腰扣碎片(4/6)	4	1209	\spr\item\citydefence\bigfragment.spr	347	1	1	冰寒之心箭腰扣的碎片，只要收集齐全部的六片便能在临安神秘铁匠处合成“冰寒之心箭腰扣”。	1
冰寒之心箭腰扣碎片(5/6)	4	1210	\spr\item\citydefence\bigfragment.spr	347	1	1	冰寒之心箭腰扣的碎片，只要收集齐全部的六片便能在临安神秘铁匠处合成“冰寒之心箭腰扣”。	1
冰寒之心箭腰扣碎片(6/6)	4	1211	\spr\item\citydefence\bigfragment.spr	347	1	1	冰寒之心箭腰扣的碎片，只要收集齐全部的六片便能在临安神秘铁匠处合成“冰寒之心箭腰扣”。	1
天光之森罗束腰碎片(1/6)	4	1212	\spr\item\citydefence\bigfragment.spr	347	1	1	天光之森罗束腰的碎片，只要收集齐全部的六片便能在临安神秘铁匠处合成“天光之森罗束腰”。	1
天光之森罗束腰碎片(2/6)	4	1213	\spr\item\citydefence\bigfragment.spr	347	1	1	天光之森罗束腰的碎片，只要收集齐全部的六片便能在临安神秘铁匠处合成“天光之森罗束腰”。	1
天光之森罗束腰碎片(3/6)	4	1214	\spr\item\citydefence\bigfragment.spr	347	1	1	天光之森罗束腰的碎片，只要收集齐全部的六片便能在临安神秘铁匠处合成“天光之森罗束腰”。	1
天光之森罗束腰碎片(4/6)	4	1215	\spr\item\citydefence\bigfragment.spr	347	1	1	天光之森罗束腰的碎片，只要收集齐全部的六片便能在临安神秘铁匠处合成“天光之森罗束腰”。	1
天光之森罗束腰碎片(5/6)	4	1216	\spr\item\citydefence\bigfragment.spr	347	1	1	天光之森罗束腰的碎片，只要收集齐全部的六片便能在临安神秘铁匠处合成“天光之森罗束腰”。	1
天光之森罗束腰碎片(6/6)	4	1217	\spr\item\citydefence\bigfragment.spr	347	1	1	天光之森罗束腰的碎片，只要收集齐全部的六片便能在临安神秘铁匠处合成“天光之森罗束腰”。	1
森荒之魂咬腰束碎片(1/6)	4	1218	\spr\item\citydefence\bigfragment.spr	347	1	1	森荒之魂咬腰束的碎片，只要收集齐全部的六片便能在临安神秘铁匠处合成“森荒之魂咬腰束”。	1
森荒之魂咬腰束碎片(2/6)	4	1219	\spr\item\citydefence\bigfragment.spr	347	1	1	森荒之魂咬腰束的碎片，只要收集齐全部的六片便能在临安神秘铁匠处合成“森荒之魂咬腰束”。	1
森荒之魂咬腰束碎片(3/6)	4	1220	\spr\item\citydefence\bigfragment.spr	347	1	1	森荒之魂咬腰束的碎片，只要收集齐全部的六片便能在临安神秘铁匠处合成“森荒之魂咬腰束”。	1
森荒之魂咬腰束碎片(4/6)	4	1221	\spr\item\citydefence\bigfragment.spr	347	1	1	森荒之魂咬腰束的碎片，只要收集齐全部的六片便能在临安神秘铁匠处合成“森荒之魂咬腰束”。	1
森荒之魂咬腰束碎片(5/6)	4	1222	\spr\item\citydefence\bigfragment.spr	347	1	1	森荒之魂咬腰束的碎片，只要收集齐全部的六片便能在临安神秘铁匠处合成“森荒之魂咬腰束”。	1
森荒之魂咬腰束碎片(6/6)	4	1223	\spr\item\citydefence\bigfragment.spr	347	1	1	森荒之魂咬腰束的碎片，只要收集齐全部的六片便能在临安神秘铁匠处合成“森荒之魂咬腰束”。	1
地魄之扣心镯碎片(1/6)	4	1224	\spr\item\citydefence\bigfragment.spr	347	1	1	地魄之扣心镯的碎片，只要收集齐全部的六片便能在临安神秘铁匠处合成“地魄之扣心镯”。	1
地魄之扣心镯碎片(2/6)	4	1225	\spr\item\citydefence\bigfragment.spr	347	1	1	地魄之扣心镯的碎片，只要收集齐全部的六片便能在临安神秘铁匠处合成“地魄之扣心镯”。	1
地魄之扣心镯碎片(3/6)	4	1226	\spr\item\citydefence\bigfragment.spr	347	1	1	地魄之扣心镯的碎片，只要收集齐全部的六片便能在临安神秘铁匠处合成“地魄之扣心镯”。	1
地魄之扣心镯碎片(4/6)	4	1227	\spr\item\citydefence\bigfragment.spr	347	1	1	地魄之扣心镯的碎片，只要收集齐全部的六片便能在临安神秘铁匠处合成“地魄之扣心镯”。	1
地魄之扣心镯碎片(5/6)	4	1228	\spr\item\citydefence\bigfragment.spr	347	1	1	地魄之扣心镯的碎片，只要收集齐全部的六片便能在临安神秘铁匠处合成“地魄之扣心镯”。	1
地魄之扣心镯碎片(6/6)	4	1229	\spr\item\citydefence\bigfragment.spr	347	1	1	地魄之扣心镯的碎片，只要收集齐全部的六片便能在临安神秘铁匠处合成“地魄之扣心镯”。	1
同仇之潜龙腰带碎片(1/6)	4	1230	\spr\item\citydefence\bigfragment.spr	347	1	1	同仇之潜龙腰带的碎片，只要收集齐全部的六片便能在临安神秘铁匠处合成“同仇之潜龙腰带”。	1
同仇之潜龙腰带碎片(2/6)	4	1231	\spr\item\citydefence\bigfragment.spr	347	1	1	同仇之潜龙腰带的碎片，只要收集齐全部的六片便能在临安神秘铁匠处合成“同仇之潜龙腰带”。	1
同仇之潜龙腰带碎片(3/6)	4	1232	\spr\item\citydefence\bigfragment.spr	347	1	1	同仇之潜龙腰带的碎片，只要收集齐全部的六片便能在临安神秘铁匠处合成“同仇之潜龙腰带”。	1
同仇之潜龙腰带碎片(4/6)	4	1233	\spr\item\citydefence\bigfragment.spr	347	1	1	同仇之潜龙腰带的碎片，只要收集齐全部的六片便能在临安神秘铁匠处合成“同仇之潜龙腰带”。	1
同仇之潜龙腰带碎片(5/6)	4	1234	\spr\item\citydefence\bigfragment.spr	347	1	1	同仇之潜龙腰带的碎片，只要收集齐全部的六片便能在临安神秘铁匠处合成“同仇之潜龙腰带”。	1
同仇之潜龙腰带碎片(6/6)	4	1235	\spr\item\citydefence\bigfragment.spr	347	1	1	同仇之潜龙腰带的碎片，只要收集齐全部的六片便能在临安神秘铁匠处合成“同仇之潜龙腰带”。	1
敌忾之缠莽腰带碎片(1/6)	4	1236	\spr\item\citydefence\bigfragment.spr	347	1	1	敌忾之缠莽腰带的碎片，只要收集齐全部的六片便能在临安神秘铁匠处合成“敌忾之缠莽腰带”。	1
敌忾之缠莽腰带碎片(2/6)	4	1237	\spr\item\citydefence\bigfragment.spr	347	1	1	敌忾之缠莽腰带的碎片，只要收集齐全部的六片便能在临安神秘铁匠处合成“敌忾之缠莽腰带”。	1
敌忾之缠莽腰带碎片(3/6)	4	1238	\spr\item\citydefence\bigfragment.spr	347	1	1	敌忾之缠莽腰带的碎片，只要收集齐全部的六片便能在临安神秘铁匠处合成“敌忾之缠莽腰带”。	1
敌忾之缠莽腰带碎片(4/6)	4	1239	\spr\item\citydefence\bigfragment.spr	347	1	1	敌忾之缠莽腰带的碎片，只要收集齐全部的六片便能在临安神秘铁匠处合成“敌忾之缠莽腰带”。	1
敌忾之缠莽腰带碎片(5/6)	4	1240	\spr\item\citydefence\bigfragment.spr	347	1	1	敌忾之缠莽腰带的碎片，只要收集齐全部的六片便能在临安神秘铁匠处合成“敌忾之缠莽腰带”。	1
敌忾之缠莽腰带碎片(6/6)	4	1241	\spr\item\citydefence\bigfragment.spr	347	1	1	敌忾之缠莽腰带的碎片，只要收集齐全部的六片便能在临安神秘铁匠处合成“敌忾之缠莽腰带”。	1
魔煌之溪谷束腰带碎片(1/6)	4	1242	\spr\item\citydefence\bigfragment.spr	347	1	1	魔煌之溪谷束腰带的碎片，只要收集齐全部的六片便能在临安神秘铁匠处合成“魔煌之溪谷束腰带”。	1
魔煌之溪谷束腰带碎片(2/6)	4	1243	\spr\item\citydefence\bigfragment.spr	347	1	1	魔煌之溪谷束腰带的碎片，只要收集齐全部的六片便能在临安神秘铁匠处合成“魔煌之溪谷束腰带”。	1
魔煌之溪谷束腰带碎片(3/6)	4	1244	\spr\item\citydefence\bigfragment.spr	347	1	1	魔煌之溪谷束腰带的碎片，只要收集齐全部的六片便能在临安神秘铁匠处合成“魔煌之溪谷束腰带”。	1
魔煌之溪谷束腰带碎片(4/6)	4	1245	\spr\item\citydefence\bigfragment.spr	347	1	1	魔煌之溪谷束腰带的碎片，只要收集齐全部的六片便能在临安神秘铁匠处合成“魔煌之溪谷束腰带”。	1
魔煌之溪谷束腰带碎片(5/6)	4	1246	\spr\item\citydefence\bigfragment.spr	347	1	1	魔煌之溪谷束腰带的碎片，只要收集齐全部的六片便能在临安神秘铁匠处合成“魔煌之溪谷束腰带”。	1
魔煌之溪谷束腰带碎片(6/6)	4	1247	\spr\item\citydefence\bigfragment.spr	347	1	1	魔煌之溪谷束腰带的碎片，只要收集齐全部的六片便能在临安神秘铁匠处合成“魔煌之溪谷束腰带”。	1
魔嗜之血玉七杀佩碎片(1/6)	4	1248	\spr\item\citydefence\bigfragment.spr	347	1	1	魔嗜之血玉七杀佩的碎片，只要收集齐全部的六片便能在临安神秘铁匠处合成“魔嗜之血玉七杀佩”。	1
魔嗜之血玉七杀佩碎片(2/6)	4	1249	\spr\item\citydefence\bigfragment.spr	347	1	1	魔嗜之血玉七杀佩的碎片，只要收集齐全部的六片便能在临安神秘铁匠处合成“魔嗜之血玉七杀佩”。	1
魔嗜之血玉七杀佩碎片(3/6)	4	1250	\spr\item\citydefence\bigfragment.spr	347	1	1	魔嗜之血玉七杀佩的碎片，只要收集齐全部的六片便能在临安神秘铁匠处合成“魔嗜之血玉七杀佩”。	1
魔嗜之血玉七杀佩碎片(4/6)	4	1251	\spr\item\citydefence\bigfragment.spr	347	1	1	魔嗜之血玉七杀佩的碎片，只要收集齐全部的六片便能在临安神秘铁匠处合成“魔嗜之血玉七杀佩”。	1
魔嗜之血玉七杀佩碎片(5/6)	4	1252	\spr\item\citydefence\bigfragment.spr	347	1	1	魔嗜之血玉七杀佩的碎片，只要收集齐全部的六片便能在临安神秘铁匠处合成“魔嗜之血玉七杀佩”。	1
魔嗜之血玉七杀佩碎片(6/6)	4	1253	\spr\item\citydefence\bigfragment.spr	347	1	1	魔嗜之血玉七杀佩的碎片，只要收集齐全部的六片便能在临安神秘铁匠处合成“魔嗜之血玉七杀佩”。	1
魔煞之赤骥锁腰扣碎片(1/6)	4	1254	\spr\item\citydefence\bigfragment.spr	347	1	1	魔煞之赤骥锁腰扣的碎片，只要收集齐全部的六片便能在临安神秘铁匠处合成“魔煞之赤骥锁腰扣”。	1
魔煞之赤骥锁腰扣碎片(2/6)	4	1255	\spr\item\citydefence\bigfragment.spr	347	1	1	魔煞之赤骥锁腰扣的碎片，只要收集齐全部的六片便能在临安神秘铁匠处合成“魔煞之赤骥锁腰扣”。	1
魔煞之赤骥锁腰扣碎片(3/6)	4	1256	\spr\item\citydefence\bigfragment.spr	347	1	1	魔煞之赤骥锁腰扣的碎片，只要收集齐全部的六片便能在临安神秘铁匠处合成“魔煞之赤骥锁腰扣”。	1
魔煞之赤骥锁腰扣碎片(4/6)	4	1257	\spr\item\citydefence\bigfragment.spr	347	1	1	魔煞之赤骥锁腰扣的碎片，只要收集齐全部的六片便能在临安神秘铁匠处合成“魔煞之赤骥锁腰扣”。	1
魔煞之赤骥锁腰扣碎片(5/6)	4	1258	\spr\item\citydefence\bigfragment.spr	347	1	1	魔煞之赤骥锁腰扣的碎片，只要收集齐全部的六片便能在临安神秘铁匠处合成“魔煞之赤骥锁腰扣”。	1
魔煞之赤骥锁腰扣碎片(6/6)	4	1259	\spr\item\citydefence\bigfragment.spr	347	1	1	魔煞之赤骥锁腰扣的碎片，只要收集齐全部的六片便能在临安神秘铁匠处合成“魔煞之赤骥锁腰扣”。	1
凌岳之怒雷法戒碎片(1/6)	4	1260	\spr\item\citydefence\bigfragment.spr	347	1	1	凌岳之怒雷法戒的碎片，只要收集齐全部的六片便能在临安神秘铁匠处合成“凌岳之怒雷法戒”。	1
凌岳之怒雷法戒碎片(2/6)	4	1261	\spr\item\citydefence\bigfragment.spr	347	1	1	凌岳之怒雷法戒的碎片，只要收集齐全部的六片便能在临安神秘铁匠处合成“凌岳之怒雷法戒”。	1
凌岳之怒雷法戒碎片(3/6)	4	1262	\spr\item\citydefence\bigfragment.spr	347	1	1	凌岳之怒雷法戒的碎片，只要收集齐全部的六片便能在临安神秘铁匠处合成“凌岳之怒雷法戒”。	1
凌岳之怒雷法戒碎片(4/6)	4	1263	\spr\item\citydefence\bigfragment.spr	347	1	1	凌岳之怒雷法戒的碎片，只要收集齐全部的六片便能在临安神秘铁匠处合成“凌岳之怒雷法戒”。	1
凌岳之怒雷法戒碎片(5/6)	4	1264	\spr\item\citydefence\bigfragment.spr	347	1	1	凌岳之怒雷法戒的碎片，只要收集齐全部的六片便能在临安神秘铁匠处合成“凌岳之怒雷法戒”。	1
凌岳之怒雷法戒碎片(6/6)	4	1265	\spr\item\citydefence\bigfragment.spr	347	1	1	凌岳之怒雷法戒的碎片，只要收集齐全部的六片便能在临安神秘铁匠处合成“凌岳之怒雷法戒”。	1
及丰之玄丝三段锦碎片(1/6)	4	1266	\spr\item\citydefence\bigfragment.spr	347	1	1	及丰之玄丝三段锦的碎片，只要收集齐全部的六片便能在临安神秘铁匠处合成“及丰之玄丝三段锦”。	1
及丰之玄丝三段锦碎片(2/6)	4	1267	\spr\item\citydefence\bigfragment.spr	347	1	1	及丰之玄丝三段锦的碎片，只要收集齐全部的六片便能在临安神秘铁匠处合成“及丰之玄丝三段锦”。	1
及丰之玄丝三段锦碎片(3/6)	4	1268	\spr\item\citydefence\bigfragment.spr	347	1	1	及丰之玄丝三段锦的碎片，只要收集齐全部的六片便能在临安神秘铁匠处合成“及丰之玄丝三段锦”。	1
