name	ItemGenre	DetailType	ParticularType	Animation file name	Corresponding object index	width	high	instructions	Five elements attributes	price	grade	Whether to stack	Basic attribute 1 type	Basic attribute 1 minimum value	Basic attribute 1 maximum value	Basic attribute 2 type	Basic attribute 2 minimum value	Basic attribute 2 maximum value	Basic attribute 3 types	Basic attribute 3 minimum value	Basic attribute 3 maximum value	Basic attribute 4 types	Basic attribute 4 minimum value	Basic attribute 4 maximum value	Basic attribute 5 types	Minimum value of basic attribute 5	Basic attribute 5 maximum value	Basic attribute 6 types	Basic attribute 6 minimum value	Basic attribute 6 maximum value	Basic attribute 7 types	Minimum value of basic attribute 7	Basic attribute 7 maximum value	Requirement attribute 1 type	Requirement attribute 1 value	Requirement attribute 2 type	Requirement attribute 2 value	Requirement attribute 3 types	Requirement attribute 3 value	Requirement attribute 4 type	Requirement attribute 4 value	Requirement attribute 5 types	Requirement attribute 5 value	Requirement attribute 6 types	Requirement attribute 6 value	Magic attribute index 1	Magic attribute index 2	Magic attribute index 3	Magic attribute index 4	Magic attribute index 5	Magic attribute index 6	In the suit	expansion set	Expansion package serial number	Expansion set hidden attributes 1	Expansion set hidden attributes 2	Number of smeltable properties	Meltable steel quality	Basic armor value	Whether equipment can be upgraded to stars	Number of star stones that can be embedded	Equipment breaks through the blessing value	×(17)éÎ»ÖÃÊýÁ¿	Show icon ID
[CÊp 5]NguyÖt KhuyÕt LiÖt D­¬ng Ngoa	0	5	0	\spr\item\equip\boots\obj-shoes98.spr	26	2	2	Bé trang bÞ Thiªn NhÉn §ao cÊp NguyÖt KhuyÕt (8)	4	99999	10	0	30	160	160	31	80	80																36	120	39	7									966	902	982	1205	1265	1307	561	536	8	1435	1283	3	10	9600					
[CÊp 5]NguyÖt KhuyÕt LiÖt D­¬ng Béi	0	9	1	\spr\item\equip\waist\obj-waist89.spr	34	1	2	Bé trang bÞ Thiªn NhÉn §ao cÊp NguyÖt KhuyÕt (9)	0	99999	10	0																						36	120	39	7									965	882	983	1025	1342	1307	561	536	9	1690	3558	3	10	9600					
[CÊp 5]NguyÖt KhuyÕt LiÖt D­¬ng D­¬ng Viªm ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring89.spr	37	1	1	Bé trang bÞ Thiªn NhÉn §ao cÊp NguyÖt KhuyÕt (10)	2	99999	10	0																						36	120	39	7									965	922	983	1225	1342	1307	561	536	10	130		3	10	9600					
[CÊp 5]NguyÖt KhuyÕt Linh §éng Phï	0	4	1	\spr\item\equip\nick\obj-neck90.spr	36	2	1	Bé trang bÞ Vâ §ang QuyÒn cÊp NguyÖt KhuyÕt (1)	3	99999	10	0																						36	120	39	8									965	942	982	1185	1005	1307	562	537	1	1692	1283	3	10	9600					
[CÊp 5]NguyÖt KhuyÕt Linh §éng Qu¸n	0	7	1	\spr\item\equip\cap\obj-ma-cap100.spr	28	2	2	Bé trang bÞ Vâ §ang QuyÒn cÊp NguyÖt KhuyÕt (2)	4	99999	10	0	30	360	360	31	85	85																36	120	39	8									966	862	983	1025	1342	3563	562	537	2	3558	1283	3	10	9600					
[CÊp 5]NguyÖt KhuyÕt Linh §éng VÜnh Sinh ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring90.spr	37	1	1	Bé trang bÞ Vâ §ang QuyÒn cÊp NguyÖt KhuyÕt (3)	0	99999	10	0																						36	120	39	8									965	902	982	1205	1342	1307	562	537	3	130		3	10	9600					
[CÊp 5]NguyÖt KhuyÕt Linh §éng Tô	0	8	1	\Spr\item\equip\bangle\obj-bangle90.spr	34	1	2	Bé trang bÞ Vâ §ang QuyÒn cÊp NguyÖt KhuyÕt (4)	2	99999	10	0	30	135	135	31	80	80																36	120	39	8									966	882	983	1025	1342	1307	562	537	4	1759	1283	3	10	9600					
[CÊp 5]NguyÖt KhuyÕt Linh §éng Ph¸t §¸i	0	6	1	\spr\item\equip\sash\obj-sash90.spr	33	2	1	Bé trang bÞ Vâ §ang QuyÒn cÊp NguyÖt KhuyÕt (5)	1	99999	10	0	30	160	160	31	80	80																36	120	39	8									966	922	982	1225	1342	1307	562	537	5	1693	1283	3	10	9600					
[CÊp 5]NguyÖt KhuyÕt Linh §éng §¹o Bµo	0	2	1	\spr\item\equip\armor\obj-ma-cloth100.spr	24	2	3	Bé trang bÞ Vâ §ang QuyÒn cÊp NguyÖt KhuyÕt (6)	3	99999	10	0	30	720	720	31	90	90																36	120	39	8									966	942	982	1185	2725	3563	562	537	6	1759	2838	3	10	9600					
[CÊp 5]NguyÖt KhuyÕt Linh §éng ThÇn KiÕm	0	0	0	\spr\item\equip\weapon\obj-sword35.spr	9	1	3	Bé trang bÞ Vâ §ang QuyÒn cÊp NguyÖt KhuyÕt (7)	4	99999	10	0	28	46	46	29	86	86	167	-30	-30	31	99	99										36	120	39	8									4339	862	1165	1025	1346	3563	562	537	7	1759	130	3	10	9600					
[CÊp 5]NguyÖt KhuyÕt Linh §éng LÝ	0	5	0	\spr\item\equip\boots\obj-shoes100.spr	26	2	2	Bé trang bÞ Vâ §ang QuyÒn cÊp NguyÖt KhuyÕt (8)	0	99999	10	0	30	160	160	31	80	80																36	120	39	8									966	902	982	1205	1265	1307	562	537	8	1694	3558	3	10	9600					
[CÊp 5]NguyÖt KhuyÕt Linh §éng Ngäc Béi	0	9	1	\spr\item\equip\waist\obj-waist90.spr	36	1	2	Bé trang bÞ Vâ §ang QuyÒn cÊp NguyÖt KhuyÕt (9)	2	99999	10	0																						36	120	39	8									965	882	983	1025	1342	1307	562	537	9	1759	1422	3	10	9600					
[CÊp 5]NguyÖt KhuyÕt Linh §éng §¹o Hµnh ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring90.spr	37	1	1	Bé trang bÞ Vâ §ang QuyÒn cÊp NguyÖt KhuyÕt (10)	1	99999	10	0																						36	120	39	8									965	922	983	1225	1342	1307	562	537	10	130		3	10	9600					
[CÊp 5]NguyÖt KhuyÕt ¶o ¶nh Phï	0	4	1	\spr\item\equip\nick\obj-neck90.spr	36	2	1	Bé trang bÞ Vâ §ang KiÕm cÊp NguyÖt KhuyÕt (1)	0	99999	10	0																						36	120	39	8									965	942	982	1185	1005	1307	563	538	1	1696	1283	3	10	9600					
[CÊp 5]NguyÖt KhuyÕt ¶o ¶nh Qu¸n	0	7	1	\spr\item\equip\cap\obj-ma-cap100.spr	28	2	2	Bé trang bÞ Vâ §ang KiÕm cÊp NguyÖt KhuyÕt (2)	2	99999	10	0	30	360	360	31	85	85																36	120	39	8									966	862	983	1025	1342	3563	563	538	2	3558	1283	3	10	9600					
[CÊp 5]NguyÖt KhuyÕt ¶o ¶nh H»ng Cöu Ph¸p Giíi	0	3	0	\spr\item\equip\ring\obj-ring90.spr	37	1	1	Bé trang bÞ Vâ §ang KiÕm cÊp NguyÖt KhuyÕt (3)	1	99999	10	0																						36	120	39	8									965	902	982	1205	1342	1307	563	538	3	130		3	10	9600					
[CÊp 5]NguyÖt KhuyÕt ¶o ¶nh Tô	0	8	1	\Spr\item\equip\bangle\obj-bangle90.spr	34	1	2	Bé trang bÞ Vâ §ang KiÕm cÊp NguyÖt KhuyÕt (4)	3	99999	10	0	30	135	135	31	80	80																36	120	39	8									966	882	983	1025	1342	1307	563	538	4	1759	1423	3	10	9600					
[CÊp 5]NguyÖt KhuyÕt ¶o ¶nh Ph¸t §¸i	0	6	0	\spr\item\equip\sash\obj-sash90.spr	32	2	1	Bé trang bÞ Vâ §ang KiÕm cÊp NguyÖt KhuyÕt (5)	4	99999	10	0	30	160	160	31	80	80																36	120	39	8									966	922	982	1225	1342	1307	563	538	5	1697	1283	3	10	9600					
[CÊp 5]NguyÖt KhuyÕt ¶o ¶nh §¹o Bµo	0	2	1	\spr\item\equip\armor\obj-ma-cloth100.spr	24	2	3	Bé trang bÞ Vâ §ang KiÕm cÊp NguyÖt KhuyÕt (6)	0	99999	10	0	30	720	720	31	90	90																36	120	39	8									966	942	982	1185	2725	3563	563	538	6	1759	2839	3	10	9600					
[CÊp 5]NguyÖt KhuyÕt ¶o ¶nh ThÇn KiÕm	0	0	0	\spr\item\equip\weapon\obj-sword35.spr	9	1	3	Bé trang bÞ Vâ §ang KiÕm cÊp NguyÖt KhuyÕt (7)	2	99999	10	0	28	46	46	29	86	86	167	-30	-30	31	99	99										36	120	39	8									4331	862	1085	1025	1327	3563	563	538	7	1759	130	3	10	9600					
[CÊp 5]NguyÖt KhuyÕt ¶o ¶nh LÝ	0	5	0	\spr\item\equip\boots\obj-shoes100.spr	26	2	2	Bé trang bÞ Vâ §ang KiÕm cÊp NguyÖt KhuyÕt (8)	1	99999	10	0	30	160	160	31	80	80																36	120	39	8									966	902	982	1205	1265	1307	563	538	8	1759	1283	3	10	9600					
[CÊp 5]NguyÖt KhuyÕt ¶o ¶nh Ngäc Béi	0	9	1	\spr\item\equip\waist\obj-waist90.spr	36	1	2	Bé trang bÞ Vâ §ang KiÕm cÊp NguyÖt KhuyÕt (9)	3	99999	10	0																						36	120	39	8									965	882	983	1025	1342	1307	563	538	9	1698	3558	3	10	9600					
[CÊp 5]NguyÖt KhuyÕt ¶o ¶nh BÊt DiÖt Ph¸p Giíi	0	3	0	\spr\item\equip\ring\obj-ring90.spr	37	1	1	Bé trang bÞ Vâ §ang KiÕm cÊp NguyÖt KhuyÕt (10)	4	99999	10	0																						36	120	39	8									965	922	983	1225	1342	1307	563	538	10	130		3	10	9600					
[CÊp 5]NguyÖt KhuyÕt L¨ng Phong H¹ng Liªn	0	4	1	\spr\item\equip\nick\obj-neck90.spr	36	2	1	Bé trang bÞ C«n L«n §ao cÊp NguyÖt KhuyÕt (1)	0	99999	10	0																						36	120	39	9									965	942	982	1185	1005	1307	564	539	1	1700	1283	3	10	9600					
[CÊp 5]NguyÖt KhuyÕt L¨ng Phong §¹o Qu¸n	0	7	1	\spr\item\equip\cap\obj-ma-cap101.spr	28	2	2	Bé trang bÞ C«n L«n §ao cÊp NguyÖt KhuyÕt (2)	2	99999	10	0	30	360	360	31	85	85																36	120	39	9									966	862	983	1025	1342	3568	564	539	2	3558	1283	3	10	9600					
[CÊp 5]NguyÖt KhuyÕt L¨ng Phong Trïng D­¬ng Giíi	0	3	0	\spr\item\equip\ring\obj-ring90.spr	37	1	1	Bé trang bÞ C«n L«n §ao cÊp NguyÖt KhuyÕt (3)	1	99999	10	0																						36	120	39	9									965	902	982	1205	1342	1307	564	539	3	130		3	10	9600					
[CÊp 5]NguyÖt KhuyÕt L¨ng Phong Hé UyÓn	0	8	1	\Spr\item\equip\bangle\obj-bangle90.spr	34	1	2	Bé trang bÞ C«n L«n §ao cÊp NguyÖt KhuyÕt (4)	3	99999	10	0	30	135	135	31	80	80																36	120	39	9									966	882	983	1025	1342	1307	564	539	4	1435	1424	3	10	9600					
[CÊp 5]NguyÖt KhuyÕt L¨ng Phong Yªu §¸i	0	6	0	\spr\item\equip\sash\obj-sash90.spr	33	2	1	Bé trang bÞ C«n L«n §ao cÊp NguyÖt KhuyÕt (5)	4	99999	10	0	30	160	160	31	80	80																36	120	39	9									966	922	982	1225	1342	1307	564	539	5	1701	1283	3	10	9600					
[CÊp 5]NguyÖt KhuyÕt L¨ng Phong §¹o Bµo	0	2	1	\spr\item\equip\armor\obj-ma-cloth101.spr	24	2	3	Bé trang bÞ C«n L«n §ao cÊp NguyÖt KhuyÕt (6)	0	99999	10	0	30	720	720	31	90	90																36	120	39	9									966	942	982	1185	2725	3568	564	539	6	1435	2840	3	10	9600					
[CÊp 5]NguyÖt KhuyÕt L¨ng Phong B¶o §ao	0	0	1	\spr\item\equip\weapon\obj-sword36.spr	10	1	3	Bé trang bÞ C«n L«n §ao cÊp NguyÖt KhuyÕt (7)	2	99999	10	0	28	40	40	29	114	114	167	-30	-30	31	99	99										36	120	39	9									4332	862	1085	1025	1327	3568	564	539	7	1435	130	3	10	9600					
[CÊp 5]NguyÖt KhuyÕt L¨ng Phong Ngoa	0	5	0	\spr\item\equip\boots\obj-shoes101.spr	26	2	2	Bé trang bÞ C«n L«n §ao cÊp NguyÖt KhuyÕt (8)	1	99999	10	0	30	160	160	31	80	80																36	120	39	9									966	902	982	1205	1265	1307	564	539	8	1435	1283	3	10	9600					
[CÊp 5]NguyÖt KhuyÕt L¨ng Phong Béi	0	9	1	\spr\item\equip\waist\obj-waist90.spr	36	1	2	Bé trang bÞ C«n L«n §ao cÊp NguyÖt KhuyÕt (9)	3	99999	10	0																						36	120	39	9									965	882	983	1025	1342	1307	564	539	9	1702	3558	3	10	9600					
[CÊp 5]NguyÖt KhuyÕt L¨ng Phong Cµn Kh«n Giíi	0	3	0	\spr\item\equip\ring\obj-ring90.spr	37	1	1	Bé trang bÞ C«n L«n §ao cÊp NguyÖt KhuyÕt (10)	4	99999	10	0																						36	120	39	9									965	922	983	1225	1342	1307	564	539	10	130		3	10	9600					
[CÊp 5]NguyÖt KhuyÕt Méc Vò Phï	0	4	1	\spr\item\equip\nick\obj-neck90.spr	36	2	1	Bé trang bÞ C«n L«n KiÕm cÊp NguyÖt KhuyÕt (1)	3	99999	10	0																						36	120	39	9									965	942	982	1185	1005	1307	565	540	1	1704	1283	3	10	9600					
[CÊp 5]NguyÖt KhuyÕt Méc Vò §¹o Qu¸n	0	7	1	\spr\item\equip\cap\obj-ma-cap101.spr	28	2	2	Bé trang bÞ C«n L«n KiÕm cÊp NguyÖt KhuyÕt (2)	4	99999	10	0	30	360	360	31	85	85																36	120	39	9									966	862	983	1025	1342	3568	565	540	2	3558	1283	3	10	9600					
[CÊp 5]NguyÖt KhuyÕt Méc Vò Linh Ngäc ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring90.spr	37	1	1	Bé trang bÞ C«n L«n KiÕm cÊp NguyÖt KhuyÕt (3)	0	99999	10	0																						36	120	39	9									965	902	982	1205	1342	1307	565	540	3	130		3	10	9600					
[CÊp 5]NguyÖt KhuyÕt Méc Vò Hé UyÓn	0	8	1	\Spr\item\equip\bangle\obj-bangle90.spr	34	1	2	Bé trang bÞ C«n L«n KiÕm cÊp NguyÖt KhuyÕt (4)	2	99999	10	0	30	135	135	31	80	80																36	120	39	9									966	882	983	1025	1342	1307	565	540	4	1435	1425	3	10	9600					
[CÊp 5]NguyÖt KhuyÕt Méc Vò Yªu §¸i	0	6	0	\spr\item\equip\sash\obj-sash90.spr	32	2	1	Bé trang bÞ C«n L«n KiÕm cÊp NguyÖt KhuyÕt (5)	1	99999	10	0	30	160	160	31	80	80																36	120	39	9									966	922	982	1225	1342	1307	565	540	5	1705	1283	3	10	9600					
[CÊp 5]NguyÖt KhuyÕt Méc Vò §¹o Bµo	0	2	1	\spr\item\equip\armor\obj-ma-cloth101.spr	24	2	3	Bé trang bÞ C«n L«n KiÕm cÊp NguyÖt KhuyÕt (6)	3	99999	10	0	30	720	720	31	90	90																36	120	39	9									966	942	982	1185	2725	3568	565	540	6	1435	2841	3	10	9600					
[CÊp 5]NguyÖt KhuyÕt Méc Vò ThÇn KiÕm	0	0	0	\spr\item\equip\weapon\obj-sword37.spr	9	1	3	Bé trang bÞ C«n L«n KiÕm cÊp NguyÖt KhuyÕt (7)	4	99999	10	0	28	46	46	29	86	86	167	-30	-30	31	99	99										36	120	39	9									4340	862	1165	1025	1346	3568	565	540	7	1435	130	3	10	9600					
[CÊp 5]NguyÖt KhuyÕt Méc Vò Ngoa	0	5	0	\spr\item\equip\boots\obj-shoes101.spr	26	2	2	Bé trang bÞ C«n L«n KiÕm cÊp NguyÖt KhuyÕt (8)	0	99999	10	0	30	160	160	31	80	80																36	120	39	9									966	902	982	1205	1265	1307	565	540	8	1435	1283	3	10	9600					
[CÊp 5]NguyÖt KhuyÕt Méc Vò Béi	0	9	1	\spr\item\equip\waist\obj-waist90.spr	36	1	2	Bé trang bÞ C«n L«n KiÕm cÊp NguyÖt KhuyÕt (9)	2	99999	10	0																						36	120	39	9									965	882	983	1025	1342	1307	565	540	9	1706	3558	3	10	9600					
[CÊp 5]NguyÖt KhuyÕt Méc Vò D­¬ng Chi ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring90.spr	37	1	1	Bé trang bÞ C«n L«n KiÕm cÊp NguyÖt KhuyÕt (10)	1	99999	10	0																						36	120	39	9									965	922	983	1225	1342	1307	565	540	10	130		3	10	9600					
[CÊp 5]NguyÖt KhuyÕt DËt ¶nh H¹ng Liªn	0	4	1	\spr\item\equip\nick\obj-neck90.spr	36	2	1	Bé trang bÞ Hoa S¬n KiÕm cÊp NguyÖt KhuyÕt (1)	0	99999	10	0																						36	120	39	10									965	942	982	1185	1005	1307	566	541	1	3655	1283	3	10	9600					
[CÊp 5]NguyÖt KhuyÕt DËt ¶nh Qu¸n	0	7	1	\spr\item\equip\cap\obj-ma-cap102.spr	28	2	2	Bé trang bÞ Hoa S¬n KiÕm cÊp NguyÖt KhuyÕt (2)	2	99999	10	0	30	360	360	31	85	85																36	120	39	10									966	862	983	1025	1342	3548	566	541	2	3558	1283	3	10	9600					
[CÊp 5]NguyÖt KhuyÕt DËt ¶nh Thiªn ThÇn ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring90.spr	37	1	1	Bé trang bÞ Hoa S¬n KiÕm cÊp NguyÖt KhuyÕt (3)	1	99999	10	0																						36	120	39	10									965	902	982	1205	1342	1307	566	541	3	130		3	10	9600					
[CÊp 5]NguyÖt KhuyÕt DËt ¶nh Hé UyÓn	0	8	1	\Spr\item\equip\bangle\obj-bangle90.spr	34	1	2	Bé trang bÞ Hoa S¬n KiÕm cÊp NguyÖt KhuyÕt (4)	3	99999	10	0	30	135	135	31	80	80																36	120	39	10									966	882	983	1025	1342	1307	566	541	4	1435	3658	3	10	9600					
[CÊp 5]NguyÖt KhuyÕt DËt ¶nh Yªu §¸i	0	6	0	\spr\item\equip\sash\obj-sash90.spr	32	2	1	Bé trang bÞ Hoa S¬n KiÕm cÊp NguyÖt KhuyÕt (5)	4	99999	10	0	30	160	160	31	80	80																36	120	39	10									966	922	982	1225	1342	1307	566	541	5	3656	1283	3	10	9600					
[CÊp 5]NguyÖt KhuyÕt DËt ¶nh Y	0	2	1	\spr\item\equip\armor\obj-ma-cloth102.spr	24	2	3	Bé trang bÞ Hoa S¬n KiÕm cÊp NguyÖt KhuyÕt (6)	0	99999	10	0	30	720	720	31	90	90																36	120	39	10									966	942	982	1185	2725	3548	566	541	6	1435	3911	3	10	9600					
[CÊp 5]NguyÖt KhuyÕt DËt ¶nh KiÕm	0	0	0	\spr\item\equip\weapon\obj-sword38.spr	9	1	3	Bé trang bÞ Hoa S¬n KiÕm cÊp NguyÖt KhuyÕt (7)	2	99999	10	0	28	46	46	29	86	86	167	-30	-30	31	99	99										36	120	39	10									4341	862	1125	1025	1346	3548	566	541	7	1435	130	3	10	9600					
[CÊp 5]NguyÖt KhuyÕt DËt ¶nh Ngoa	0	5	0	\spr\item\equip\boots\obj-shoes102.spr	26	2	2	Bé trang bÞ Hoa S¬n KiÕm cÊp NguyÖt KhuyÕt (8)	1	99999	10	0	30	160	160	31	80	80																36	120	39	10									966	902	982	1205	1265	1307	566	541	8	1435	1283	3	10	9600					
[CÊp 5]NguyÖt KhuyÕt DËt ¶nh H­¬ng Nang	0	9	1	\spr\item\equip\waist\obj-waist90.spr	36	1	2	Bé trang bÞ Hoa S¬n KiÕm cÊp NguyÖt KhuyÕt (9)	3	99999	10	0																						36	120	39	10									965	882	983	1025	1342	1307	566	541	9	3657	3558	3	10	9600					
[CÊp 5]NguyÖt KhuyÕt DËt ¶nh Thiªn C¬ ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring90.spr	37	1	1	Bé trang bÞ Hoa S¬n KiÕm cÊp NguyÖt KhuyÕt (10)	4	99999	10	0																						36	120	39	10									965	922	983	1225	1342	1307	566	541	10	130		3	10	9600					
[CÊp 5]NguyÖt KhuyÕt Thanh Phong H¹ng Liªn	0	4	1	\spr\item\equip\nick\obj-neck90.spr	36	2	1	Bé trang bÞ Hoa S¬n KhÝ cÊp NguyÖt KhuyÕt (1)	0	99999	10	0																						36	120	39	10									965	942	982	1185	1005	1307	567	542	1	3650	1283	3	10	9600					
[CÊp 5]NguyÖt KhuyÕt Thanh Phong Qu¸n	0	7	1	\spr\item\equip\cap\obj-ma-cap102.spr	28	2	2	Bé trang bÞ Hoa S¬n KhÝ cÊp NguyÖt KhuyÕt (2)	2	99999	10	0	30	360	360	31	85	85																36	120	39	10									966	862	983	1025	1342	3548	567	542	2	3558	1283	3	10	9600					
[CÊp 5]NguyÖt KhuyÕt Thanh Phong §Þa Vi ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring90.spr	37	1	1	Bé trang bÞ Hoa S¬n KhÝ cÊp NguyÖt KhuyÕt (3)	1	99999	10	0																						36	120	39	10									965	902	982	1205	1342	1307	567	542	3	130		3	10	9600					
[CÊp 5]NguyÖt KhuyÕt Thanh Phong Hé UyÓn	0	8	1	\Spr\item\equip\bangle\obj-bangle90.spr	34	1	2	Bé trang bÞ Hoa S¬n KhÝ cÊp NguyÖt KhuyÕt (4)	3	99999	10	0	30	135	135	31	80	80																36	120	39	10									966	882	983	1025	1342	1307	567	542	4	1435	3653	3	10	9600					
[CÊp 5]NguyÖt KhuyÕt Thanh Phong Yªu §¸i	0	6	0	\spr\item\equip\sash\obj-sash90.spr	32	2	1	Bé trang bÞ Hoa S¬n KhÝ cÊp NguyÖt KhuyÕt (5)	4	99999	10	0	30	160	160	31	80	80																36	120	39	10									966	922	982	1225	1342	1307	567	542	5	3651	1283	3	10	9600					
[CÊp 5]NguyÖt KhuyÕt Thanh Phong Y	0	2	1	\spr\item\equip\armor\obj-ma-cloth102.spr	24	2	3	Bé trang bÞ Hoa S¬n KhÝ cÊp NguyÖt KhuyÕt (6)	0	99999	10	0	30	720	720	31	90	90																36	120	39	10									966	942	982	1185	2725	3548	567	542	6	1435	3910	3	10	9600					
[CÊp 5]NguyÖt KhuyÕt Thanh Phong KiÕm	0	0	0	\spr\item\equip\weapon\obj-sword38.spr	9	1	3	Bé trang bÞ Hoa S¬n KhÝ cÊp NguyÖt KhuyÕt (7)	2	99999	10	0	28	46	46	29	86	86	167	-30	-30	31	99	99										36	120	39	10									4333	862	1085	1025	1342	3548	567	542	7	1435	130	3	10	9600					
[CÊp 5]NguyÖt KhuyÕt Thanh Phong Ngoa	0	5	0	\spr\item\equip\boots\obj-shoes102.spr	26	2	2	Bé trang bÞ Hoa S¬n KhÝ cÊp NguyÖt KhuyÕt (8)	1	99999	10	0	30	160	160	31	80	80																36	120	39	10									966	902	982	1205	1265	1307	567	542	8	1435	1283	3	10	9600					
[CÊp 5]NguyÖt KhuyÕt Thanh Phong H­¬ng Nang	0	9	1	\spr\item\equip\waist\obj-waist90.spr	36	1	2	Bé trang bÞ Hoa S¬n KhÝ cÊp NguyÖt KhuyÕt (9)	3	99999	10	0																						36	120	39	10									965	882	983	1025	1342	1307	567	542	9	3652	3558	3	10	9600					
[CÊp 5]NguyÖt KhuyÕt Thanh Phong §Þa TÝch ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring90.spr	37	1	1	Bé trang bÞ Hoa S¬n KhÝ cÊp NguyÖt KhuyÕt (10)	4	99999	10	0																						36	120	39	10									965	922	983	1225	1342	1307	567	542	10	130		3	10	9600					
Trang søc m«n ph¸I - Thiªn San	0	15	1	\spr\item\¹Ò¼þ\¹Ò¼þ01a.spr	37	1	1	¸ôÁ±¼¸´¦Àæ»¨Ñ©£¬Ò¹À»´µ¶ÏÇ§É½ÔÂ¡£<enter>¹Ò¼þ¿ÉÏâÇ¶ÎÆÊÎ£¬ÎÆÊÎÓµÓÐµÄ¿×ÊýÔ½¶à£¬¿É¼¤»î¸ü¸ßµÄ¹ÒÊÎÊôÐÔ¡£ÎÆÊÎ¿ÉÏâÇ¶À¥É½ÁéÊ¯£¬Ôª¿×¿É¶îÍâÌá¸ßÀ¥É½ÁéÊ¯µÄÊôÐÔ¡£	5	99999	10	0																																															9600					
ÎåÐÐÕóÊ×Í¨¡¤Ñ©ÓòÕ½ÀÇ	0	10	42	\spr\item\equip\horse\horse046.spr	40	2	3	Ç§ÀïÑ©Æ®¹ØÉ½Íâ£¬ÍòÀï±¼ÐÐÒ»ÈÕ¼ä¡£	5	99999	10	0	111	120	120	93	1200	1200																36	150											4848	4851	3074	4857	4860	4861													
Thiªn Kiªu - MÆt n¹ Viªm Hoµng - ThiÕu L©m 	0	11	624	\spr\item\equip\mask\vipmask.spr	379	1	1	Sao khi mÆc vµo sÏ biÕn th©n thµnh NPC	5	100	1	0		2370	2370	245	8	8	106	10	10	108	10	10	110	10	10	111	10	10				36	120	39	0									1885	3851	2943	2865	2866	2867		417	1					12000					
Thiªn Kiªu - MÆt n¹ Viªm Hoµng - Thiªn V­¬ng	0	11	624	\spr\item\equip\mask\vipmask.spr	379	1	1	Sao khi mÆc vµo sÏ biÕn th©n thµnh NPC	5	100	1	0		2370	2370	245	8	8	106	10	10	108	10	10	110	10	10	111	10	10				36	120	39	1									1885	3851	2943	2869	2870	2871		418	1					12000					
Thiªn Kiªu - MÆt n¹ Viªm Hoµng - §­êng M«n	0	11	624	\spr\item\equip\mask\vipmask.spr	379	1	1	Sao khi mÆc vµo sÏ biÕn th©n thµnh NPC	5	100	1	0		2370	2370	245	8	8	106	10	10	108	10	10	110	10	10	111	10	10				36	120	39	2									1885	3851	2943	2877	2878	2879		419	1					12000					
Thiªn Kiªu - MÆt n¹ Viªm Hoµng - Ngò §éc	0	11	624	\spr\item\equip\mask\vipmask.spr	379	1	1	Sao khi mÆc vµo sÏ biÕn th©n thµnh NPC	5	100	1	0		2370	2370	245	8	8	106	10	10	108	10	10	110	10	10	111	10	10				36	120	39	3									1885	3851	2943	2875	2876			420	1					12000					
Thiªn Kiªu - MÆt n¹ Viªm Hoµng - Nga Mi	0	11	624	\spr\item\equip\mask\vipmask.spr	379	1	1	Sao khi mÆc vµo sÏ biÕn th©n thµnh NPC	5	100	1	0		2370	2370	245	8	8	106	10	10	108	10	10	110	10	10	111	10	10				36	120	39	5									1885	3851	2943	2873	2874			421	1					12000					
Thiªn Kiªu - MÆt n¹ Viªm Hoµng - Thóy Yªn	0	11	624	\spr\item\equip\mask\vipmask.spr	379	1	1	Sao khi mÆc vµo sÏ biÕn th©n thµnh NPC	5	100	1	0		2370	2370	245	8	8	106	10	10	108	10	10	110	10	10	111	10	10				36	120	39	4									1885	3851	2943	2872	2873			422	1					12000					
Thiªn Kiªu - MÆt n¹ Viªm Hoµng - Hoa S¬n	0	11	624	\spr\item\equip\mask\vipmask.spr	379	1	1	Sao khi mÆc vµo sÏ biÕn th©n thµnh NPC	5	100	1	0		2370	2370	245	8	8	106	10	10	108	10	10	110	10	10	111	10	10				36	120	39	10									1885	3851	2943	3914	3915			423	1					12000					
Thiªn Kiªu - MÆt n¹ Viªm Hoµng - C¸i Bang	0	11	624	\spr\item\equip\mask\vipmask.spr	379	1	1	Sao khi mÆc vµo sÏ biÕn th©n thµnh NPC	5	100	1	0		2370	2370	245	8	8	106	10	10	108	10	10	110	10	10	111	10	10				36	120	39	6									1885	3851	2943	2880	2881			424	1					12000					
Thiªn Kiªu - MÆt n¹ Viªm Hoµng - Thiªn NhÉn	0	11	624	\spr\item\equip\mask\vipmask.spr	379	1	1	Sao khi mÆc vµo sÏ biÕn th©n thµnh NPC	5	100	1	0		2370	2370	245	8	8	106	10	10	108	10	10	110	10	10	111	10	10				36	120	39	7									1885	3851	2943	2882	2883			425	1					12000					
