Ãû³Æ	ItemGenre	DetailType	ParticularType	¶¯»­ÎÄ¼þÃû	¶ÔÓ¦Îï¼þË÷Òý	¿í¶È	¸ß¶È	ËµÃ÷ÎÄ×Ö	ÎåÐÐÊôÐÔ	¼Û¸ñ	µÈ¼¶	ÊÇ·ñµþ·Å	»ù´¡ÊôÐÔ1ÀàÐÍ	»ù´¡ÊôÐÔ1×îÐ¡Öµ	»ù´¡ÊôÐÔ1×î´óÖµ	»ù´¡ÊôÐÔ2ÀàÐÍ	»ù´¡ÊôÐÔ2×îÐ¡Öµ	»ù´¡ÊôÐÔ2×î´óÖµ	»ù´¡ÊôÐÔ3ÀàÐÍ	»ù´¡ÊôÐÔ3×îÐ¡Öµ	»ù´¡ÊôÐÔ3×î´óÖµ	»ù´¡ÊôÐÔ4ÀàÐÍ	»ù´¡ÊôÐÔ4×îÐ¡Öµ	»ù´¡ÊôÐÔ4×î´óÖµ	»ù´¡ÊôÐÔ5ÀàÐÍ	»ù´¡ÊôÐÔ5×îÐ¡Öµ	»ù´¡ÊôÐÔ5×î´óÖµ	»ù´¡ÊôÐÔ6ÀàÐÍ	»ù´¡ÊôÐÔ6×îÐ¡Öµ	»ù´¡ÊôÐÔ6×î´óÖµ	»ù´¡ÊôÐÔ7ÀàÐÍ	»ù´¡ÊôÐÔ7×îÐ¡Öµ	»ù´¡ÊôÐÔ7×î´óÖµ	ÐèÇóÊôÐÔ1ÀàÐÍ	ÐèÇóÊôÐÔ1ÊýÖµ	ÐèÇóÊôÐÔ2ÀàÐÍ	ÐèÇóÊôÐÔ2ÊýÖµ	ÐèÇóÊôÐÔ3ÀàÐÍ	ÐèÇóÊôÐÔ3ÊýÖµ	ÐèÇóÊôÐÔ4ÀàÐÍ	ÐèÇóÊôÐÔ4ÊýÖµ	ÐèÇóÊôÐÔ5ÀàÐÍ	ÐèÇóÊôÐÔ5ÊýÖµ	ÐèÇóÊôÐÔ6ÀàÐÍ	ÐèÇóÊôÐÔ6ÊýÖµ	Ä§·¨ÊôÐÔË÷Òý1	Ä§·¨ÊôÐÔË÷Òý2	Ä§·¨ÊôÐÔË÷Òý3	Ä§·¨ÊôÐÔË÷Òý4	Ä§·¨ÊôÐÔË÷Òý5	Ä§·¨ÊôÐÔË÷Òý6	ËùÔÚÌ××°	À©Õ¹Ì××°	À©Õ¹Ì××°ÐòºÅ	À©Õ¹Ì××°Òþ²ØÊôÐÔ1	À©Õ¹Ì××°Òþ²ØÊôÐÔ2	¿ÉÈÛÁ¶ÊôÐÔÊýÁ¿	¿ÉÈÛÁ¶ÎÆ¸ÖÆ·ÖÊ	»ù´¡±ø¼×Öµ	ÊÇ·ñ¿ÉÉýÐÇ×°±¸	¿ÉÏâÇ¶ÐÇ³½Ê¯ÊýÁ¿	×°±¸Í»ÆÆ×£¸£Öµ	×¢ÁéÎ»ÖÃÊýÁ¿	ÏÔÊ¾Í¼±êID	
Thiªn MÖnh Lôc Quang BÝ Trang	0	2	2	\spr\item\equip\armor\obj-ma-cloth121yh.spr	22	2	3	"Trang bÞ hoµng kim, mãn thø 6 cña bé trang bÞ Ngò §éc §ao Ph¸p cÊp Thiªn MÖnh"	0	99999	10	0	30	720	720	31	90	90																36	120											4891	5020	4892	4893	4913	4952	487	515	6	5029	4961	2	10							
Thiªn MÖnh Lôc Quang §éc NhËn	0	0	1	\spr\item\equip\weapon\obj-blade52yh.spr	10	1	4	"Trang bÞ hoµng kim, mãn thø 7 cña bé trang bÞ Ngò §éc §ao Ph¸p cÊp Thiªn MÖnh"	2	99999	10	0	28	40	40	29	114	114	167	-30	-30	31	99	99										36	120											4953	5022	5026	5024	4917	4952	487	515	7	5029	130	2	10							
Thiªn MÖnh Lôc Quang Ngoa	0	5	1	\spr\item\equip\boots\obj-shoes121yh.spr	26	2	2	"Trang bÞ hoµng kim, mãn thø 8 cña bé trang bÞ Ngò §éc §ao Ph¸p cÊp Thiªn MÖnh"	1	99999	10	0	30	160	160	31	80	80																36	120											4891	5019	4892	4894	4932	4898	487	515	8	5029	1287	2	10							
Thiªn MÖnh Lôc Quang Yªu Trôy	0	9	1	\spr\item\equip\waist\obj-waist109yh.spr	36	1	2	"Trang bÞ hoµng kim, mãn thø 9 cña bé trang bÞ Ngò §éc §ao Ph¸p cÊp Thiªn MÖnh"	3	99999	10	0																						36	120											4891	5021	4892	5024	4897	4898	487	515	9	4958	1287	2	10							
Thiªn MÖnh Lôc Quang H¹ Giíi	0	3	0	\spr\item\equip\ring\obj-ring109yh.spr	37	1	1	"Trang bÞ hoµng kim, mãn thø 10 cña bé trang bÞ Ngò §éc §ao Ph¸p cÊp Thiªn MÖnh"	4	99999	10	0																						36	120											4891	5023	4892	4895	4897	4898	487	515	10	130		2	10							
Thiªn MÖnh BÝ Linh H¹ng Liªn	0	4	1	\spr\item\equip\nick\obj-neck109yh.spr	36	2	1	"Trang bÞ hoµng kim, mãn thø 1 cña bé trang bÞ §­êng M«n Phi §ao cÊp Thiªn MÖnh"	4	99999	10	0																						36	120											4891	5020	4892	4893	4896	4898	488	516	1	4965	1287	2	10							
Thiªn MÖnh BÝ Linh Qu¸n	0	7	2	\spr\item\equip\cap\obj-ma-cap122yh.spr	28	2	2	"Trang bÞ hoµng kim, mãn thø 2 cña bé trang bÞ §­êng M«n Phi §ao cÊp Thiªn MÖnh"	0	99999	10	0	30	360	360	31	85	85																36	120											4891	5022	4892	5024	4897	1283	488	516	2	5029	2831	2	10							
Thiªn MÖnh BÝ Linh Th­îng Giíi	0	3	0	\spr\item\equip\ring\obj-ring109yh.spr	37	1	1	"Trang bÞ hoµng kim, mãn thø 3 cña bé trang bÞ §­êng M«n Phi §ao cÊp Thiªn MÖnh"	2	99999	10	0																						36	120											4891	5019	4892	4894	4897	4898	488	516	3	130		2	10							
Thiªn MÖnh BÝ Linh Hé UyÓn	0	8	1	\Spr\item\equip\bangle\obj-bangle109yh.spr	34	1	2	"Trang bÞ hoµng kim, mãn thø 4 cña bé trang bÞ §­êng M«n Phi §ao cÊp Thiªn MÖnh"	1	99999	10	0	30	135	135	31	80	80																36	120											4891	5021	4892	5024	4897	4898	488	516	4	5029	1287	2	10							
Thiªn MÖnh BÝ Linh Thóc Yªu	0	6	0	\spr\item\equip\sash\obj-sash109yh.spr	32	2	1	"Trang bÞ hoµng kim, mãn thø 5 cña bé trang bÞ §­êng M«n Phi §ao cÊp Thiªn MÖnh"	3	99999	10	0	30	160	160	31	80	80																36	120											4891	5023	4892	4895	4897	4898	488	516	5	4966	1287	2	10							
Thiªn MÖnh Chi BÝ Linh Gi¸p 	0	2	3	\spr\item\equip\armor\obj-ma-cloth122yh.spr	22	2	3	"Trang bÞ hoµng kim, mãn thø 6 cña bé trang bÞ §­êng M«n Phi §ao cÊp Thiªn MÖnh"	4	99999	10	0	30	720	720	31	90	90																36	120											4891	5020	4892	4893	4913	1283	488	516	6	5029	4968	2	10							
Thiªn MÖnh Chi BÝ Linh Phi §ao 	0	1	1	\spr\item\equip\rangeweapon\obj-adart42yh.spr	15	1	1	"Trang bÞ hoµng kim, mãn thø 7 cña bé trang bÞ §­êng M«n Phi §ao cÊp Thiªn MÖnh"	0	99999	10	0	28	44	44	29	100	100	167	-30	-30	31	99	99										36	120											4964	5022	5026	5024	4897	1283	488	516	7	5029	130	2	10							
Thiªn MÖnh BÝ Linh L÷	0	5	1	\spr\item\equip\boots\obj-shoes122yh.spr	26	2	2	"Trang bÞ hoµng kim, mãn thø 8 cña bé trang bÞ §­êng M«n Phi §ao cÊp Thiªn MÖnh"	2	99999	10	0	30	160	160	31	80	80																36	120											4891	5019	4892	4894	4932	4898	488	516	8	5029	1287	2	10							
Thiªn MÖnh BÝ Linh Yªu Trôy	0	9	1	\spr\item\equip\waist\obj-waist109yh.spr	36	1	2	"Trang bÞ hoµng kim, mãn thø 9 cña bé trang bÞ §­êng M«n Phi §ao cÊp Thiªn MÖnh"	1	99999	10	0																						36	120											4891	5021	4892	5024	4897	4898	488	516	9	4967	1287	2	10							
Thiªn MÖnh BÝ Linh H¹ Giíi	0	3	0	\spr\item\equip\ring\obj-ring109yh.spr	37	1	1	"Trang bÞ hoµng kim, mãn thø 10 cña bé trang bÞ §­êng M«n Phi §ao cÊp Thiªn MÖnh"	3	99999	10	0																						36	120											4891	5023	4892	4895	4897	4898	488	516	10	130		2	10							
Thiªn MÖnh Tµn V©n H¹ng Liªn	0	4	1	\spr\item\equip\nick\obj-neck109yh.spr	36	2	1	"Trang bÞ hoµng kim, mãn thø 1 cña bé trang bÞ §­êng M«n Nâ TiÔn cÊp Thiªn MÖnh"	4	99999	10	0																						36	120											4891	5020	4892	4893	4896	4898	489	517	1	4965	1287	2	10							
Thiªn MÖnh Tµn V©n Qu¸n	0	7	2	\spr\item\equip\cap\obj-ma-cap122yh.spr	28	2	2	"Trang bÞ hoµng kim, mãn thø 2 cña bé trang bÞ §­êng M«n Nâ TiÔn cÊp Thiªn MÖnh"	0	99999	10	0	30	360	360	31	85	85																36	120											4891	5022	4892	5024	4897	1283	489	517	2	5029	1287	2	10							
Thiªn MÖnh Tµn V©n Th­îng Giíi	0	3	0	\spr\item\equip\ring\obj-ring109yh.spr	37	1	1	"Trang bÞ hoµng kim, mãn thø 3 cña bé trang bÞ §­êng M«n Nâ TiÔn cÊp Thiªn MÖnh"	2	99999	10	0																						36	120											4891	5019	4892	4894	4897	4898	489	517	3	130		2	10							
Thiªn MÖnh Tµn V©n Hé UyÓn	0	8	1	\Spr\item\equip\bangle\obj-bangle109yh.spr	34	1	2	"Trang bÞ hoµng kim, mãn thø 4 cña bé trang bÞ §­êng M«n Nâ TiÔn cÊp Thiªn MÖnh"	1	99999	10	0	30	135	135	31	80	80																36	120											4891	5021	4892	5024	4897	4898	489	517	4	5029	1287	2	10							
Thiªn MÖnh Tµn V©n Thóc Yªu	0	6	0	\spr\item\equip\sash\obj-sash109yh.spr	32	2	1	"Trang bÞ hoµng kim, mãn thø 5 cña bé trang bÞ §­êng M«n Nâ TiÔn cÊp Thiªn MÖnh"	3	99999	10	0	30	160	160	31	80	80																36	120											4891	5023	4892	4895	4897	4898	489	517	5	4966	1287	2	10							
Thiªn MÖnh Tµn V©n Gi¸p	0	2	3	\spr\item\equip\armor\obj-ma-cloth122yh.spr	22	2	3	"Trang bÞ hoµng kim, mãn thø 6 cña bé trang bÞ §­êng M«n Nâ TiÔn cÊp Thiªn MÖnh"	4	99999	10	0	30	720	720	31	90	90																36	120											4891	5020	4892	4893	4913	1283	489	517	6	5029	2832	2	10							
Thiªn MÖnh Tµn V©n TiÔn	0	1	2	\spr\item\equip\rangeweapon\obj-adart43yh.spr	17	2	2	"Trang bÞ hoµng kim, mãn thø 7 cña bé trang bÞ §­êng M«n Nâ TiÔn cÊp Thiªn MÖnh"	0	99999	10	0	28	46	46	29	102	102	167	-30	-30	31	99	99										36	120											4964	5022	5026	5024	4897	1283	489	517	7	5029	130	2	10							
Thiªn MÖnh Tµn V©n L÷	0	5	1	\spr\item\equip\boots\obj-shoes122yh.spr	26	2	2	"Trang bÞ hoµng kim, mãn thø 8 cña bé trang bÞ §­êng M«n Nâ TiÔn cÊp Thiªn MÖnh"	2	99999	10	0	30	160	160	31	80	80																36	120											4891	5019	4892	4894	4932	4898	489	517	8	5029	4969	2	10							
Thiªn MÖnh Tµn V©n Yªu Trôy	0	9	1	\spr\item\equip\waist\obj-waist109yh.spr	36	1	2	"Trang bÞ hoµng kim, mãn thø 9 cña bé trang bÞ §­êng M«n Nâ TiÔn cÊp Thiªn MÖnh"	1	99999	10	0																						36	120											4891	5021	4892	5024	4897	4898	489	517	9	4971	1287	2	10							
Thiªn MÖnh Tµn V©n H¹ Giíi	0	3	0	\spr\item\equip\ring\obj-ring109yh.spr	37	1	1	"Trang bÞ hoµng kim, mãn thø 10 cña bé trang bÞ §­êng M«n Nâ TiÔn cÊp Thiªn MÖnh"	3	99999	10	0																						36	120											4891	5023	4892	4895	4897	4898	489	517	10	130		2	10							
Thiªn MÖnh Phi Tinh Liªn	0	4	1	\spr\item\equip\nick\obj-neck109yh.spr	36	2	1	"Trang bÞ hoµng kim, mãn thø 1 cña bé trang bÞ §­êng M«n Phi Tiªu cÊp Thiªn MÖnh"	4	99999	10	0																						36	120											4891	5020	4892	4893	4896	4898	490	518	1	4965	1287	2	10							
Thiªn MÖnh Phi Tinh Ph¸t Qu¸n	0	7	2	\spr\item\equip\cap\obj-ma-cap122yh.spr	28	2	2	"Trang bÞ hoµng kim, mãn thø 2 cña bé trang bÞ §­êng M«n Phi Tiªu cÊp Thiªn MÖnh"	0	99999	10	0	30	360	360	31	85	85																36	120											4891	5022	4892	5024	4897	1283	490	518	2	5029	1287	2	10							
Thiªn MÖnh Phi Tinh Th­îng Giíi	0	3	0	\spr\item\equip\ring\obj-ring109yh.spr	37	1	1	"Trang bÞ hoµng kim, mãn thø 3 cña bé trang bÞ §­êng M«n Phi Tiªu cÊp Thiªn MÖnh"	2	99999	10	0																						36	120											4891	5019	4892	4894	4897	4898	490	518	3	130		2	10							
Thiªn MÖnh Phi Tinh Hé UyÓn	0	8	1	\Spr\item\equip\bangle\obj-bangle109yh.spr	34	1	2	"Trang bÞ hoµng kim, mãn thø 4 cña bé trang bÞ §­êng M«n Phi Tiªu cÊp Thiªn MÖnh"	1	99999	10	0	30	135	135	31	80	80																36	120											4891	5021	4892	5024	4897	4898	490	518	4	5029	1287	2	10							
Thiªn MÖnh Phi Tinh TriÒn Yªu	0	6	0	\spr\item\equip\sash\obj-sash109yh.spr	32	2	1	"Trang bÞ hoµng kim, mãn thø 15 cña bé trang bÞ §­êng M«n Phi Tiªu cÊp Thiªn MÖnh"	3	99999	10	0	30	160	160	31	80	80																36	120											4891	5023	4892	4895	4897	4898	490	518	5	4966	1287	2	10							
Thiªn MÖnh Phi Tinh Gi¸p Y	0	2	3	\spr\item\equip\armor\obj-ma-cloth122yh.spr	22	2	3	"Trang bÞ hoµng kim, mãn thø 6 cña bé trang bÞ §­êng M«n Phi Tiªu cÊp Thiªn MÖnh"	4	99999	10	0	30	720	720	31	90	90																36	120											4891	5020	4892	4893	4913	1283	490	518	6	5029	2833	2	10							
Thiªn MÖnh Phi Tinh Tiªu	0	1	0	\spr\item\equip\rangeweapon\obj-adart44yh.spr	15	1	1	"Trang bÞ hoµng kim, mãn thø 7 cña bé trang bÞ §­êng M«n Phi Tiªu cÊp Thiªn MÖnh"	0	99999	10	0	28	42	42	29	98	98	167	-30	-30	31	99	99										36	120											4964	5022	5026	5024	4897	1283	490	518	7	5029	130	2	10							
Thiªn MÖnh Phi Tinh L÷	0	5	1	\spr\item\equip\boots\obj-shoes122yh.spr	26	2	2	"Trang bÞ hoµng kim, mãn thø 8 cña bé trang bÞ §­êng M«n Phi Tiªu cÊp Thiªn MÖnh"	2	99999	10	0	30	160	160	31	80	80																36	120											4891	5019	4892	4894	4932	4898	490	518	8	5029	4970	2	10							
Thiªn MÖnh Phi Tinh Trôy	0	9	1	\spr\item\equip\waist\obj-waist109yh.spr	34	1	2	"Trang bÞ hoµng kim, mãn thø 9 cña bé trang bÞ §­êng M«n Phi Tiªu cÊp Thiªn MÖnh"	1	99999	10	0																						36	120											4891	5021	4892	5024	4897	4898	490	518	9	4972	1287	2	10							
Thiªn MÖnh Phi Tinh H¹ Giíi	0	3	0	\spr\item\equip\ring\obj-ring109yh.spr	37	1	1	"Trang bÞ hoµng kim, mãn thø 10 cña bé trang bÞ §­êng M«n Phi Tiªu cÊp Thiªn MÖnh"	3	99999	10	0																						36	120											4891	5023	4892	4895	4897	4898	490	518	10	130		2	10							
Thiªn MÖnh Tr­êng Phong H¹ng Liªn	0	4	1	\spr\item\equip\nick\obj-neck111yh.spr	36	2	1	"Trang bÞ hoµng kim, mãn thø 1 cña bé trang bÞ C¸i Bang Ch­ëng Ph¸p cÊp Thiªn MÖnh"	1	99999	10	0																						36	120											4891	5020	4892	4893	4896	4898	491	519	1	4974	1287	2	10							
Thiªn MÖnh Tr­êng Phong §Çu Hoµn	0	7	5	\spr\item\equip\cap\obj-ma-cap126yh.spr	28	2	2	"Trang bÞ hoµng kim, mãn thø 2 cña bé trang bÞ C¸i Bang Ch­ëng Ph¸p cÊp Thiªn MÖnh"	3	99999	10	0	30	360	360	31	85	85																36	120											4891	5022	4892	5024	4897	4973	491	519	2	5029	1287	2	10							
Thiªn MÖnh Tr­êng Phong Th­îng Giíi	0	3	0	\spr\item\equip\ring\obj-ring111yh.spr	37	1	1	"Trang bÞ hoµng kim, mãn thø 3 cña bé trang bÞ C¸i Bang Ch­ëng Ph¸p cÊp Thiªn MÖnh"	4	99999	10	0																						36	120											4891	5019	4892	4894	4897	4898	491	519	3	130		2	10							
Thiªn MÖnh Tr­êng Phong Hé UyÓn	0	8	1	\Spr\item\equip\bangle\obj-bangle111yh.spr	34	1	2	"Trang bÞ hoµng kim, mãn thø 4 cña bé trang bÞ C¸i Bang Ch­ëng Ph¸p cÊp Thiªn MÖnh"	0	99999	10	0	30	135	135	31	80	80																36	120											4891	5021	4892	5024	4897	4898	491	519	4	5029	1287	2	10							
Thiªn MÖnh Tr­êng Phong Thóc Yªu	0	6	0	\spr\item\equip\sash\obj-sash111yh.spr	32	2	1	"Trang bÞ hoµng kim, mãn thø 5 cña bé trang bÞ C¸i Bang Ch­ëng Ph¸p cÊp Thiªn MÖnh"	2	99999	10	0	30	160	160	31	80	80																36	120											4891	5023	4892	4895	4897	4898	491	519	5	4975	1287	2	10							
Thiªn MÖnh Tr­êng Phong C¸i Y	0	2	5	\spr\item\equip\armor\obj-ma-cloth126yh.spr	22	2	3	"Trang bÞ hoµng kim, mãn thø 6 cña bé trang bÞ C¸i Bang Ch­ëng Ph¸p cÊp Thiªn MÖnh"	1	99999	10	0	30	720	720	31	90	90																36	120											4891	5020	4892	4893	4913	4973	491	519	6	5029	2834	2	10							
Thiªn MÖnh Tr­êng Phong TriÒn Thñ	0	0	6	\spr\item\equip\weapon\obj-glove24yh.spr	9	1	2	"Trang bÞ hoµng kim, mãn thø 7 cña bé trang bÞ C¸i Bang Ch­ëng Ph¸p cÊp Thiªn MÖnh"	3	99999	10	0	28	40	40	29	100	100	167	-30	-30	31	99	99										36	120											4943	5022	5030	5024	4993	4973	491	519	7	5029	130	2	10							
Thiªn MÖnh Tr­êng Phong Ngoa	0	5	0	\spr\item\equip\boots\obj-shoes126yh.spr	26	2	2	"Trang bÞ hoµng kim, mãn thø 8 cña bé trang bÞ C¸i Bang Ch­ëng Ph¸p cÊp Thiªn MÖnh"	4	99999	10	0	30	160	160	31	80	80																36	120											4891	5019	4892	4894	4932	4898	491	519	8	4976	1287	2	10							
Thiªn MÖnh Tr­êng Phong Yªu Trôy	0	9	1	\spr\item\equip\waist\obj-waist111yh.spr	36	1	2	"Trang bÞ hoµng kim, mãn thø 9 cña bé trang bÞ C¸i Bang Ch­ëng Ph¸p cÊp Thiªn MÖnh"	0	99999	10	0																						36	120											4891	5021	4892	5024	4897	4898	491	519	9	5029	4980	2	10							
Thiªn MÖnh Tr­êng Phong H¹ Giíi	0	3	0	\spr\item\equip\ring\obj-ring111yh.spr	37	1	1	"Trang bÞ hoµng kim, mãn thø 10 cña bé trang bÞ C¸i Bang Ch­ëng Ph¸p cÊp Thiªn MÖnh"	2	99999	10	0																						36	120											4891	5023	4892	4895	4897	4898	491	519	10	130		2	10							
Thiªn MÖnh Liªn Hoa H¹ng Liªn	0	4	1	\spr\item\equip\nick\obj-neck111yh.spr	36	2	1	"Trang bÞ hoµng kim, mãn thø 1 cña bé trang bÞ C¸i Bang C«n Ph¸p cÊp Thiªn MÖnh"	0	99999	10	0																						36	120											4891	5020	4892	4893	4896	4898	492	520	1	4977	1287	2	10							
Thiªn MÖnh Liªn Hoa §Çu Hoµn	0	7	5	\spr\item\equip\cap\obj-ma-cap126yh.spr	28	2	2	"Trang bÞ hoµng kim, mãn thø 2 cña bé trang bÞ C¸i Bang C«n Ph¸p cÊp Thiªn MÖnh"	2	99999	10	0	30	360	360	31	85	85																36	120											4891	5022	4892	5024	4897	4973	492	520	2	5029	1287	2	10							
Thiªn MÖnh Liªn Hoa Th­îng Giíi	0	3	0	\spr\item\equip\ring\obj-ring111yh.spr	37	1	1	"Trang bÞ hoµng kim, mãn thø 3 cña bé trang bÞ C¸i Bang C«n Ph¸p cÊp Thiªn MÖnh"	1	99999	10	0																						36	120											4891	5019	4892	4894	4897	4898	492	520	3	130		2	10							
Thiªn MÖnh Liªn Hoa Hé UyÓn	0	8	1	\Spr\item\equip\bangle\obj-bangle111yh.spr	34	1	2	"Trang bÞ hoµng kim, mãn thø 4 cña bé trang bÞ C¸i Bang C«n Ph¸p cÊp Thiªn MÖnh"	3	99999	10	0	30	135	135	31	80	80																36	120											4891	5021	4892	5024	4897	4898	492	520	4	4978	1287	2	10							
Thiªn MÖnh Liªn Hoa Thóc Yªu	0	6	0	\spr\item\equip\sash\obj-sash111yh.spr	33	2	1	"Trang bÞ hoµng kim, mãn thø 5 cña bé trang bÞ C¸i Bang C«n Ph¸p cÊp Thiªn MÖnh"	4	99999	10	0	30	160	160	31	80	80																36	120											4891	5023	4892	4895	4897	4898	492	520	5	5029	4981	2	10							
Thiªn MÖnh Liªn Hoa C¸i Y	0	2	5	\spr\item\equip\armor\obj-ma-cloth126yh.spr	22	2	3	"Trang bÞ hoµng kim, mãn thø 6 cña bé trang bÞ C¸i Bang C«n Ph¸p cÊp Thiªn MÖnh"	0	99999	10	0	30	720	720	31	90	90																36	120											4891	5020	4892	4893	4913	4973	492	520	6	5029	2835	2	10							
Thiªn MÖnh Liªn Hoa Tr­îng	0	0	2	\spr\item\equip\weapon\obj-spear34yh.spr	11	1	4	"Trang bÞ hoµng kim, mãn thø 7 cña bé trang bÞ C¸i Bang C«n Ph¸p cÊp Thiªn MÖnh"	2	99999	10	0	28	69	69	29	128	128	167	-30	-30	31	99	99										36	120											4933	5022	5026	5024	4917	4973	492	520	7	5029	130	2	10							
Thiªn MÖnh Liªn Hoa Ngoa	0	5	0	\spr\item\equip\boots\obj-shoes126yh.spr	26	2	2	"Trang bÞ hoµng kim, mãn thø 8 cña bé trang bÞ C¸i Bang C«n Ph¸p cÊp Thiªn MÖnh"	1	99999	10	0	30	160	160	31	80	80																36	120											4891	5019	4892	4894	4932	4898	492	520	8	5029	1287	2	10							
Thiªn MÖnh Liªn Hoa Yªu Trôy	0	9	1	\spr\item\equip\waist\obj-waist111yh.spr	36	1	2	"Trang bÞ hoµng kim, mãn thø 9 cña bé trang bÞ C¸i Bang C«n Ph¸p cÊp Thiªn MÖnh"	3	99999	10	0																						36	120											4891	5021	4892	5024	4897	4898	492	520	9	4979	1287	2	10							
Thiªn MÖnh Liªn HoaH¹ Giíi	0	3	0	\spr\item\equip\ring\obj-ring111yh.spr	37	1	1	"Trang bÞ hoµng kim, mãn thø 10 cña bé trang bÞ C¸i Bang C«n Ph¸p cÊp Thiªn MÖnh"	4	99999	10	0																						36	120											4891	5023	4892	4895	4897	4898	492	520	10	130		2	10							
Thiªn MÖnh LÞch ¢m H¹ng Khuyªn	0	4	1	\spr\item\equip\nick\obj-neck111yh.spr	36	2	1	"Trang bÞ hoµng kim, mãn thø 1 cña bé trang bÞ Thiªn NhÉn M©u Ph¸p cÊp Thiªn MÖnh"	0	99999	10	0																						36	120											4891	5020	4892	4893	4896	4898	493	521	1	4989	1287	2	10							
Thiªn MÖnh LÞch ¢m Kh«i	0	7	2	\spr\item\equip\cap\obj-ma-cap125yh.spr	28	2	2	"Trang bÞ hoµng kim, mãn thø 2 cña bé trang bÞ Thiªn NhÉn M©u Ph¸p cÊp Thiªn MÖnh"	2	99999	10	0	30	360	360	31	85	85																36	120											4891	5022	4892	5024	4897	4983	493	521	2	5029	1287	2	10							
Thiªn MÖnh LÞch ¢m Th­îng Giíi	0	3	0	\spr\item\equip\ring\obj-ring111yh.spr	37	1	1	"Trang bÞ hoµng kim, mãn thø 3 cña bé trang bÞ Thiªn NhÉn M©u Ph¸p cÊp Thiªn MÖnh"	1	99999	10	0																						36	120											4891	5019	4892	4894	4897	4898	493	521	3	130		2	10							
Thiªn MÖnh LÞch ¢m Hé UyÓn	0	8	1	\Spr\item\equip\bangle\obj-bangle111yh.spr	34	1	2	"Trang bÞ hoµng kim, mãn thø 4 cña bé trang bÞ Thiªn NhÉn M©u Ph¸p cÊp Thiªn MÖnh"	3	99999	10	0	30	135	135	31	80	80																36	120											4891	5021	4892	5024	4897	4898	493	521	4	4990	1287	2	10							
Thiªn MÖnh LÞch ¢m Yªu §íi	0	6	1	\spr\item\equip\sash\obj-sash111yh.spr	33	2	1	"Trang bÞ hoµng kim, mãn thø 5 cña bé trang bÞ Thiªn NhÉn M©u Ph¸p cÊp Thiªn MÖnh"	4	99999	10	0	30	160	160	31	80	80																36	120											4891	5023	4892	4895	4897	4898	493	521	5	5029	4992	2	10							
Thiªn MÖnh LÞch ¢m Gi¸p Y	0	2	16	\spr\item\equip\armor\obj-ma-cloth125yh.spr	23	2	3	"Trang bÞ hoµng kim, mãn thø 6 cña bé trang bÞ Thiªn NhÉn M©u Ph¸p cÊp Thiªn MÖnh"	0	99999	10	0	30	720	720	31	90	90																36	120											4891	5020	4892	4893	4913	4983	493	521	6	5029	2836	2	10							
Thiªn MÖnh LÞch ¢m Th­¬ng	0	0	3	\spr\item\equip\weapon\obj-staff33yh.spr	12	1	4	"Trang bÞ hoµng kim, mãn thø 7 cña bé trang bÞ Thiªn NhÉn M©u Ph¸p cÊp Thiªn MÖnh"	2	99999	10	0	28	18	18	29	158	158	167	-30	-30	31	99	99										36	120											4988	5022	5026	5024	4917	4983	493	521	7	5029	130	2	10							
Thiªn MÖnh LÞch ¢m Ngoa	0	5	0	\spr\item\equip\boots\obj-shoes125yh.spr	26	2	2	"Trang bÞ hoµng kim, mãn thø 8 cña bé trang bÞ Thiªn NhÉn M©u Ph¸p cÊp Thiªn MÖnh"	1	99999	10	0	30	160	160	31	80	80																36	120											4891	5019	4892	4894	4932	4898	493	521	8	5029	1287	2	10							
Thiªn MÖnh LÞch ¢m Béi	0	9	1	\spr\item\equip\waist\obj-waist111yh.spr	36	1	2	"Trang bÞ hoµng kim, mãn thø 9 cña bé trang bÞ Thiªn NhÉn M©u Ph¸p cÊp Thiªn MÖnh"	3	99999	10	0																						36	120											4891	5021	4892	5024	4897	4898	493	521	9	4991	1287	2	10							
Thiªn MÖnh LÞch ¢m H¹ Giíi	0	3	0	\spr\item\equip\ring\obj-ring111yh.spr	37	1	1	"Trang bÞ hoµng kim, mãn thø 10 cña bé trang bÞ Thiªn NhÉn M©u Ph¸p cÊp Thiªn MÖnh"	4	99999	10	0																						36	120											4891	5023	4892	4895	4897	4898	493	521	10	130		2	10							
Thiªn MÖnh NghiÖp Háa H¹ng Liªn	0	4	1	\spr\item\equip\nick\obj-neck111yh.spr	36	2	1	"Trang bÞ hoµng kim, mãn thø 1 cña bé trang bÞ Thiªn NhÉn §ao Ph¸p cÊp Thiªn MÖnh"	1	99999	10	0																						36	120											4891	5020	4892	4893	4896	4898	494	522	1	4984	1287	2	10							
Thiªn MÖnh NghiÖp Háa Qu¸n MiÖn	0	7	2	\spr\item\equip\cap\obj-ma-cap125yh.spr	28	2	2	"Trang bÞ hoµng kim, mãn thø 2 cña bé trang bÞ Thiªn NhÉn §ao Ph¸p cÊp Thiªn MÖnh"	3	99999	10	0	30	360	360	31	85	85																36	120											4891	5022	4892	5024	4897	4983	494	522	2	5029	4987	2	10							
