名称	ItemGenre	DetailType	ParticularType	动画文件名	对应物件索引	宽度	高度	说明文字	五行属性	价格	等级	是否叠放	脚本名(参数1)	技能ID（参数1）	参数2(释法类型)	参数3(是否广播)	参数4(是否有等级概念)	参数5(是否可放快捷栏)	是否需要使用目标	物品最大叠放值	要求等级相同	要求五行相同	要求幸运相同	要求MagicLevel1相同	要求MagicLevel2相同	要求MagicLevel3相同	要求MagicLevel4相同	要求MagicLevel5相同	要求MagicLevel6相同
奉月果蓉（2个装）	6	1	5318	\spr\item\medecine\zq_icon_001.spr	377	1	1	右键使用获得2个绑定的奉月果蓉。		0	1	0	\script\item\giftpack_common.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
贡月芙蓉（3个装）	6	1	5319	\spr\item\medecine\zq_icon_002.spr	377	1	1	右键使用获得3个绑定的贡月芙蓉。		0	1	0	\script\item\giftpack_common.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
白玉寒香月饼（3个装）	6	1	5320	\spr\item\mid_autumn07\baiyuhanxiang.spr	41	1	1	右键使用获得3个绑定的白玉寒香月饼。		0	1	0	\script\item\giftpack_common.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
百花什锦月饼（3个装）	6	1	5321	\spr\item\mid_autumn07\baihuashijin.spr	41	1	1	右键使用获得3个绑定的百花什锦月饼。		0	1	0	\script\item\giftpack_common.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
甜蜜七巧果（5个装）	6	1	5322	\spr\item\questkey\taskobj148.spr	377	1	1	右键使用获得5个绑定的甜蜜七巧果。		0	1	0	\script\item\giftpack_common.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
镇派灵丹（5个装）	6	1	5323	\spr\item\script\zhenpailingdan.spr	41	1	1	右键使用获得5个绑定的镇派灵丹。		0	1	0	\script\item\giftpack_common.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
镇派灵药（5个装）	6	1	5324	\spr\item\script\zhenpailingyao.spr	41	1	1	右键使用获得5个绑定的镇派灵药。		0	1	0	\script\item\giftpack_common.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
坐骑碎片-牦牛	6	1	5325	\spr\item\christmas\low_white.spr	41	1	1	2020年VIP坐骑-牦牛专用碎片，可用于坐骑升级和转换永久坐骑，右键使用后自动寻路到<color=yellow>临安-神秘马贩<color>。		0	1	1	\script\activitysys\config\126\vip_horse_atlas.lua	0	1	1	0	1		200	0	0	0	0	0	0	0	0	0
随机坐骑碎片	6	1	5326	\spr\item\christmas\low_red.spr	41	1	1	集齐200个随机坐骑碎片，右键点击可以合成高级坐骑的召唤令牌（令牌及召唤出的坐骑有效期均为1个月）。		0	1	1	\script\item\item_random_horse_chip.lua	0	1	1	0	1		200	0	0	0	0	0	0	0	0	0
马牌-楼兰白狮（7天）	6	1	5327	\spr\item\songjin\token.spr	385	1	1	右键点击使用，可获得一匹有效期7天的高级坐骑-楼兰白狮。		0	1	0	\script\item\market_pack.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
马牌-楼兰白狮	6	1	5328	\spr\item\songjin\token.spr	385	1	1	右键点击使用，可获得一匹有效期30天的高级坐骑-楼兰白狮。		0	1	0	\script\item\market_pack.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
马牌-金睛白虎王	6	1	5329	\spr\item\songjin\token.spr	385	1	1	右键点击使用，可获得一匹有效期30天的金睛白虎王。		0	1	0	\script\item\market_pack.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
马牌-雪域银魂	6	1	5330	\spr\item\songjin\token.spr	385	1	1	右键点击使用，可获得一匹有效期30天的高级坐骑-雪域银魂。		0	1	0	\script\item\market_pack.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
随机坐骑碎片礼包	6	1	5331	\spr\item\script\item_chrismasbox.spr	377	1	1	右键点击使用，可获得100个随机坐骑碎片。		0	1	0	\script\item\giftpack_common.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
随机坐骑碎片·礼	6	1	5332	\spr\item\christmas\low_red.spr	41	1	1	右键点击使用，可获得1个随机坐骑碎片。		0	1	1	\script\item\giftpack_common.lua	0	1	1	0	1		200	0	0	0	0	0	0	0	0	0
2020VIP坐骑碎片礼包	6	1	5333	\spr\item\script\item_chrismasbox.spr	377	1	1	右键点击使用，可获得100个2020年VIP坐骑-牦牛专用碎片，可用于坐骑升级和转换永久坐骑。		0	1	0	\script\item\giftpack_common.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
2020VIP坐骑碎片·礼	6	1	5334	\spr\item\yanditutengsuipian.spr	41	1	1	右键点击使用，可获得1个2020年VIP坐骑-牦牛专用碎片，可用于坐骑升级和转换永久坐骑。		0	1	1	\script\item\giftpack_common.lua	0	1	1	0	1		200	0	0	0	0	0	0	0	0	0
2020VIP坐骑碎片礼包·绑	6	1	5335	\spr\item\script\item_chrismasbox.spr	377	1	1	右键点击使用，可获得100个<color=yellow>绑定的<color>2020年VIP坐骑-牦牛专用碎片，可用于坐骑升级和转换永久坐骑。		0	1	0	\script\item\giftpack_common.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
2020VIP坐骑碎片·绑	6	1	5336	\spr\item\yanditutengsuipian.spr	41	1	1	右键点击使用，可获得1个<color=yellow>绑定的<color>2020年VIP坐骑-牦牛专用碎片，可用于坐骑升级和转换永久坐骑。		0	1	1	\script\item\giftpack_common.lua	0	1	1	0	1		200	0	0	0	0	0	0	0	0	0
一箱珣玗琪	6	1	5337	\spr\item\script\zhongqiu_jieri\200909\wanbanxiang.spr	41	1	1	满满一箱珣玗琪，打开后获得50个叠加的珣玗琪，可与活动大使兑换乾坤霹雳弹。		0	1	0	\script\activitysys\config\147\fifty_item.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
152级成长礼包	6	1	5338	\spr\item\christmas2009\xingfulihe.spr	36	1	1	<color=Yellow>超值特惠礼包，助力大侠快速成长。<color><enter>打开该成长礼包需消耗6个秘泉之水，可获得绑定道具包括<color=green>1个玄猿令，1个千足银和200个紫蟒碎片<color>。		0	1	1	\script\activitysys\config\16\item_levelup_152.lua	0	1	1	0	1		50	0	0	0	0	0	0	0	0	0
155级成长礼包	6	1	5339	\spr\item\christmas2009\xingfulihe.spr	36	1	1	<color=Yellow>超值特惠礼包，助力大侠快速成长。<color><enter>打开该成长礼包需消耗6个秘泉之水，可获得绑定道具包括<color=green>1个玄猿令，1个千足银和200个紫蟒碎片<color>。		0	1	1	\script\activitysys\config\16\item_levelup_155.lua	0	1	1	0	1		50	0	0	0	0	0	0	0	0	0
157级成长礼包	6	1	5340	\spr\item\christmas2009\xingfulihe.spr	36	1	1	<color=Yellow>超值特惠礼包，助力大侠快速成长。<color><enter>打开该成长礼包需消耗20个秘泉之水，可获得绑定道具包括<color=green>1个玄猿令，2个星辰矿和300个紫蟒碎片<color>。		0	1	1	\script\activitysys\config\16\item_levelup_157.lua	0	1	1	0	1		50	0	0	0	0	0	0	0	0	0
160级成长礼包	6	1	5341	\spr\item\christmas2009\xingfulihe.spr	36	1	1	<color=Yellow>超值特惠礼包，助力大侠快速成长。<color><enter>打开该成长礼包需消耗20个秘泉之水，可获得绑定道具包括<color=green>500个饰品碎片和300个紫蟒碎片<color>。		0	1	1	\script\activitysys\config\16\item_levelup_160.lua	0	1	1	0	1		50	0	0	0	0	0	0	0	0	0
将旗	6	1	5342	\spr\item\longmenbiaoju\镖旗.spr	41	1	1	军队行军指挥的大旗。使用此军旗后，参加宋金或符离战场，将获得2.5倍宋军功勋值!		0	1	1	\script\missions\miniencounter\item_jiangling.lua	0	1	1	0	1		50	0	0	0	0	0	0	0	0	0
剑胆琴心礼卡	6	1	5343	\spr\item\questkey\card_zfk.spr	41	1	1	<color=red>只有剑胆琴心的大侠使用后才有效果。<color><enter>等级135级以上的大侠方可使用，使用后激活<color=yellow>剑胆琴心签到活动礼卡奖励<color>资格，每人仅可使用一次！		0	1	0	\script\activitysys\config\184\item_SignVipCard.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
豪华玄金包	6	1	5344	\spr\item\script\pingzi\200805\dongtiandalibao.spr	41	1	1	<color=yellow>此礼包不可交易，获得道具均为永久绑定。<color>该礼包购买后可以使用30次，首次使用可立即获得<color=green>30个玄金矿石（特大）<color>，此后每天使用可获得<color=green>3个玄金矿石（特大）<color>，共计可得<color=yellow>117个<color>！		0	1	0	\script\item\card\card_resource.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
豪华星玉包	6	1	5345	\spr\item\script\pingzi\200805\qiutiandalibao.spr	41	1	1	<color=yellow>此礼包不可交易，获得道具均为永久绑定。<color><enter>该礼包购买后可以使用30次，首次使用可立即获得<color=green>500个星玉<color>，此后每天使用可获得<color=green>50个星玉<color>，共计可得<color=yellow>1950个<color>！		0	1	0	\script\item\card\card_resource.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
豪华金票	6	1	5346	\spr\item\questkey\taskobj075.spr	41	1	1	<color=yellow>此金票不可交易<color><enter>该金票购买后可以使用30次，首次使用可立即获得<color=green>128000金锭<color>，此后每天使用可获得<color=green>3000金锭<color>，共计可得<color=yellow>215000金锭<color>！		0	1	0	\script\item\card\card_resource.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
特惠金票	6	1	5347	\spr\item\questkey\taskobj075.spr	41	1	1	<color=yellow>此金票不可交易<color><enter>该金票购买后可以使用30次，首次使用可立即获得<color=green>68000金锭<color>，此后每天使用可获得<color=green>2000金锭<color>，共计可得<color=yellow>126000金锭<color>！		0	1	0	\script\item\card\card_resource.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
马牌-超光(绑定)	6	1	5348	\spr\item\songjin\token.spr	385	1	1	右键点击使用，可获得一匹30天的<color=green>绑定<color>的高级超光。		0	1	0	\script\item\market_pack.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
续筋接脉锦囊包	6	1	5349	\spr\item\script\wuhuayulujinnang.spr	448	1	1	内含10个续筋接脉散锦囊，右键使用可取出。		0	1	1	\script\item\giftpack_common.lua	0	1	1	0	1		50	0	0	0	0	0	0	0	0	0
牛年红包·小	6	1	5350	\spr\item\script\spring2010\cailuhongbao.spr	41	1	1	<color=yellow>新年快乐，恭喜发财！<color><enter>新年小红包，打开可随机获得<color=green>12888、16888、18888金锭<color>。		0	1	0	\script\item\giftpack_common.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
牛年红包·中	6	1	5351	\spr\item\script\spring2010\cailuhongbao.spr	41	1	1	<color=yellow>新年快乐，恭喜发财！<color><enter>新年中红包，打开可随机获得<color=green>22888、26888、28888金锭<color>。		0	1	0	\script\item\giftpack_common.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
牛年红包·大	6	1	5352	\spr\item\script\spring2010\cailuhongbao.spr	41	1	1	<color=yellow>新年快乐，恭喜发财！<color><enter>新年大红包，打开可随机获得<color=green>32888、36888、38888金锭<color>。		0	1	0	\script\item\giftpack_common.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
牛年红包·特大	6	1	5353	\spr\item\script\spring2010\cailuhongbao.spr	41	1	1	<color=yellow>新年快乐，恭喜发财！<color><enter>新年特大红包，打开可随机获得<color=green>42888、46888、48888金锭<color>。		0	1	0	\script\item\giftpack_common.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
马牌-2020VIP·雪域银魂	6	1	5354	\spr\item\songjin\token.spr	385	1	1	<color=yellow>2020年VIP坐骑<color><enter>使用后可获得一匹绑定有效期30天的2020VIP·雪域银魂。		0	1	0	\script\activitysys\config\126\vip_horse_box2018.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
新春签到礼卡	6	1	5355	\spr\item\script\daxiaka.spr	41	1	1	<color=yellow>新年快乐，虎年吉祥！<color><enter>等级135级及以上的大侠方可使用，使用后激活<color=yellow>新春签到活动礼卡奖励<color>资格，每人仅可使用一次！		0	1	0	\script\activitysys\config\184\item_SignVipCard.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
凡品秘籍-大力金刚掌(初)	6	1	5356	\spr\item\script\other\shaolin.spr	375	1	1	右键使用可随机获得一本凡品1-3★的大力金刚掌秘籍。		0	1	1	\script\global\secretbook\secretbook_pack.lua	0	1	1	0	1		200	0	0	0	0	0	0	0	0	0
凡品秘籍-韦陀献杵(初)	6	1	5357	\spr\item\script\other\shaolin.spr	375	1	1	右键使用可随机获得一本凡品1-3★的韦陀献杵秘籍。		0	1	1	\script\global\secretbook\secretbook_pack.lua	0	1	1	0	1		200	0	0	0	0	0	0	0	0	0
凡品秘籍-叁戒归禅(初)	6	1	5358	\spr\item\script\other\shaolin.spr	375	1	1	右键使用可随机获得一本凡品1-3★的叁戒归禅秘籍。		0	1	1	\script\global\secretbook\secretbook_pack.lua	0	1	1	0	1		200	0	0	0	0	0	0	0	0	0
凡品秘籍-纵横八荒(初)	6	1	5359	\spr\item\script\other\tianwang.spr	375	1	1	右键使用可随机获得一本凡品1-3★的纵横八荒秘籍。		0	1	1	\script\global\secretbook\secretbook_pack.lua	0	1	1	0	1		200	0	0	0	0	0	0	0	0	0
凡品秘籍-霸王錾金(初)	6	1	5360	\spr\item\script\other\tianwang.spr	375	1	1	右键使用可随机获得一本凡品1-3★的霸王錾金秘籍。		0	1	1	\script\global\secretbook\secretbook_pack.lua	0	1	1	0	1		200	0	0	0	0	0	0	0	0	0
凡品秘籍-豪雄斩(初)	6	1	5361	\spr\item\script\other\tianwang.spr	375	1	1	右键使用可随机获得一本凡品1-3★的豪雄斩秘籍。		0	1	1	\script\global\secretbook\secretbook_pack.lua	0	1	1	0	1		200	0	0	0	0	0	0	0	0	0
凡品秘籍-剑花挽晶(初)	6	1	5362	\spr\item\script\other\emei.spr	375	1	1	右键使用可随机获得一本凡品1-3★的剑花挽晶秘籍。		0	1	1	\script\global\secretbook\secretbook_pack.lua	0	1	1	0	1		200	0	0	0	0	0	0	0	0	0
凡品秘籍-冰雨珞晶(初)	6	1	5363	\spr\item\script\other\emei.spr	375	1	1	右键使用可随机获得一本凡品1-3★的冰雨珞晶秘籍。		0	1	1	\script\global\secretbook\secretbook_pack.lua	0	1	1	0	1		200	0	0	0	0	0	0	0	0	0
凡品秘籍-冰雀越枝(初)	6	1	5364	\spr\item\script\other\cuiyan.spr	375	1	1	右键使用可随机获得一本凡品1-3★的冰雀越枝秘籍。		0	1	1	\script\global\secretbook\secretbook_pack.lua	0	1	1	0	1		200	0	0	0	0	0	0	0	0	0
凡品秘籍-水映曼秀(初)	6	1	5365	\spr\item\script\other\cuiyan.spr	375	1	1	右键使用可随机获得一本凡品1-3★的水映曼秀秘籍。		0	1	1	\script\global\secretbook\secretbook_pack.lua	0	1	1	0	1		200	0	0	0	0	0	0	0	0	0
凡品秘籍-形销骨立(初)	6	1	5366	\spr\item\script\other\wudu.spr	375	1	1	右键使用可随机获得一本凡品1-3★的形销骨立秘籍。		0	1	1	\script\global\secretbook\secretbook_pack.lua	0	1	1	0	1		200	0	0	0	0	0	0	0	0	0
凡品秘籍-幽魂噬影(初)	6	1	5367	\spr\item\script\other\wudu.spr	375	1	1	右键使用可随机获得一本凡品1-3★的幽魂噬影秘籍。		0	1	1	\script\global\secretbook\secretbook_pack.lua	0	1	1	0	1		200	0	0	0	0	0	0	0	0	0
凡品秘籍-无影穿(初)	6	1	5368	\spr\item\script\other\tangmen.spr	375	1	1	右键使用可随机获得一本凡品1-3★的无影穿秘籍。		0	1	1	\script\global\secretbook\secretbook_pack.lua	0	1	1	0	1		200	0	0	0	0	0	0	0	0	0
凡品秘籍-铁莲四杀(初)	6	1	5369	\spr\item\script\other\tangmen.spr	375	1	1	右键使用可随机获得一本凡品1-3★的铁莲四杀秘籍。		0	1	1	\script\global\secretbook\secretbook_pack.lua	0	1	1	0	1		200	0	0	0	0	0	0	0	0	0
凡品秘籍-乾坤一掷(初)	6	1	5370	\spr\item\script\other\tangmen.spr	375	1	1	右键使用可随机获得一本凡品1-3★的乾坤一掷秘籍。		0	1	1	\script\global\secretbook\secretbook_pack.lua	0	1	1	0	1		200	0	0	0	0	0	0	0	0	0
凡品秘籍-时乘六龙(初)	6	1	5371	\spr\item\script\other\gaibang.spr	375	1	1	右键使用可随机获得一本凡品1-3★的时乘六龙秘籍。		0	1	1	\script\global\secretbook\secretbook_pack.lua	0	1	1	0	1		200	0	0	0	0	0	0	0	0	0
凡品秘籍-棒迥掠地(初)	6	1	5372	\spr\item\script\other\gaibang.spr	375	1	1	右键使用可随机获得一本凡品1-3★的棒迥掠地秘籍。		0	1	1	\script\global\secretbook\secretbook_pack.lua	0	1	1	0	1		200	0	0	0	0	0	0	0	0	0
凡品秘籍-江海怒澜(初)	6	1	5373	\spr\item\script\other\tianren.spr	375	1	1	右键使用可随机获得一本凡品1-3★的江海怒澜秘籍。		0	1	1	\script\global\secretbook\secretbook_pack.lua	0	1	1	0	1		200	0	0	0	0	0	0	0	0	0
凡品秘籍-疾火燎原(初)	6	1	5374	\spr\item\script\other\tianren.spr	375	1	1	右键使用可随机获得一本凡品1-3★的疾火燎原秘籍。		0	1	1	\script\global\secretbook\secretbook_pack.lua	0	1	1	0	1		200	0	0	0	0	0	0	0	0	0
凡品秘籍-造化太清(初)	6	1	5375	\spr\item\script\other\wudang.spr	375	1	1	右键使用可随机获得一本凡品1-3★的造化太清秘籍。		0	1	1	\script\global\secretbook\secretbook_pack.lua	0	1	1	0	1		200	0	0	0	0	0	0	0	0	0
凡品秘籍-剑垂星河(初)	6	1	5376	\spr\item\script\other\wudang.spr	375	1	1	右键使用可随机获得一本凡品1-3★的剑垂星河秘籍。		0	1	1	\script\global\secretbook\secretbook_pack.lua	0	1	1	0	1		200	0	0	0	0	0	0	0	0	0
凡品秘籍-九天罡风(初)	6	1	5377	\spr\item\script\other\kunlun.spr	375	1	1	右键使用可随机获得一本凡品1-3★的九天罡风秘籍。		0	1	1	\script\global\secretbook\secretbook_pack.lua	0	1	1	0	1		200	0	0	0	0	0	0	0	0	0
凡品秘籍-天雷震岳(初)	6	1	5378	\spr\item\script\other\kunlun.spr	375	1	1	右键使用可随机获得一本凡品1-3★的天雷震岳秘籍。		0	1	1	\script\global\secretbook\secretbook_pack.lua	0	1	1	0	1		200	0	0	0	0	0	0	0	0	0
凡品秘籍-摩云剑气(初)	6	1	5379	\spr\item\script\other\huashan.spr	375	1	1	右键使用可随机获得一本凡品1-3★的摩云剑气秘籍。		0	1	1	\script\global\secretbook\secretbook_pack.lua	0	1	1	0	1		200	0	0	0	0	0	0	0	0	0
凡品秘籍-九剑合一(初)	6	1	5380	\spr\item\script\other\huashan.spr	375	1	1	右键使用可随机获得一本凡品1-3★的九剑合一秘籍。		0	1	1	\script\global\secretbook\secretbook_pack.lua	0	1	1	0	1		200	0	0	0	0	0	0	0	0	0
凡品秘籍-挥师灭虏(初)	6	1	5381	\spr\item\script\other\wuhun.spr	375	1	1	右键使用可随机获得一本凡品1-3★的挥师灭虏秘籍。		0	1	1	\script\global\secretbook\secretbook_pack.lua	0	1	1	0	1		200	0	0	0	0	0	0	0	0	0
凡品秘籍-铲奸除佞(初)	6	1	5382	\spr\item\script\other\wuhun.spr	375	1	1	右键使用可随机获得一本凡品1-3★的铲奸除佞秘籍。		0	1	1	\script\global\secretbook\secretbook_pack.lua	0	1	1	0	1		200	0	0	0	0	0	0	0	0	0
凡品修炼丹	6	1	5383	\spr\item\script\jifengdannei.spr	428	1	1	修炼凡品秘籍必需的物品，通过修炼秘籍可提升秘籍等级，修炼后秘籍永久绑定。		0	1	1	\script\item\noscript.lua	0	1	1	0	1		500	0	0	0	0	0	0	0	0	0
玄品修炼丹	6	1	5384	\spr\item\script\huqidan.spr	428	1	1	修炼玄品秘籍必需的物品，通过修炼秘籍可提升秘籍等级，修炼后秘籍永久绑定。		0	1	1	\script\item\noscript.lua	0	1	1	0	1		500	0	0	0	0	0	0	0	0	0
地品修炼丹	6	1	5385	\spr\item\script\jifengdanwai.spr	428	1	1	修炼地品秘籍必需的物品，通过修炼秘籍可提升秘籍等级，修炼后秘籍永久绑定。		0	1	1	\script\item\noscript.lua	0	1	1	0	1		500	0	0	0	0	0	0	0	0	0
天品修炼丹	6	1	5386	\spr\item\script\hushendan.spr	428	1	1	修炼天品秘籍必需的物品，通过修炼秘籍可提升秘籍等级，修炼后秘籍永久绑定。		0	1	1	\script\item\noscript.lua	0	1	1	0	1		500	0	0	0	0	0	0	0	0	0
凡品秘籍残卷	6	1	5387	\spr\item\leaguematch\piguzhenjin.spr	375	1	1	右键使用消耗凡品秘籍残卷可随机合成一本凡品秘籍。<enter><color=red>优先消耗背包中绑定的凡品秘籍残卷，消耗了绑定秘籍残卷则合成绑定的秘籍。<color>		0	1	1	\script\global\secretbook\secretbook_fargment.lua	0	1	1	0	1		500	0	0	0	0	0	0	0	0	0
玄品秘籍残卷	6	1	5388	\spr\item\leaguematch\xindongzhenjin.spr	375	1	1	右键使用消耗玄品秘籍残卷可随机合成一本玄品秘籍。<enter><color=red>优先消耗背包中绑定的玄品秘籍残卷，消耗了绑定秘籍残卷则合成绑定的秘籍。<color>		0	1	1	\script\item\noscript.lua	0	1	1	0	1		500	0	0	0	0	0	0	0	0	0
地品秘籍残卷	6	1	5389	\spr\item\leaguematch\kaiguangzhenjin.spr	375	1	1	右键使用消耗地品秘籍残卷可随机合成一本地品秘籍。<enter><color=red>优先消耗背包中绑定的地品秘籍残卷，消耗了绑定秘籍残卷则合成绑定的秘籍。<color>		0	1	1	\script\item\noscript.lua	0	1	1	0	1		500	0	0	0	0	0	0	0	0	0
