Ãû³Æ	µÀ¾ßÖÖÀà	¾ßÌåÀà±ð	ÏêÏ¸Àà±ð	¶¯»­ÎÄ¼þÃû	¶ÔÓ¦Îï¼þË÷Òý	¿í¶È	¸ß¶È	ËµÃ÷ÎÄ×Ö	ÎåÐÐÊôÐÔ	¼Û¸ñ	µÈ¼¶	ÊÇ·ñµþ·Å	»ù´¡ÊôÐÔ1ÀàÐÍ	»ù´¡ÊôÐÔ1×îÐ¡Öµ	»ù´¡ÊôÐÔ1×î´óÖµ	»ù´¡ÊôÐÔ2ÀàÐÍ	»ù´¡ÊôÐÔ2×îÐ¡Öµ	»ù´¡ÊôÐÔ2×î´óÖµ	»ù´¡ÊôÐÔ3ÀàÐÍ	»ù´¡ÊôÐÔ3×îÐ¡Öµ	»ù´¡ÊôÐÔ3×î´óÖµ	»ù´¡ÊôÐÔ4ÀàÐÍ	»ù´¡ÊôÐÔ4×îÐ¡Öµ	»ù´¡ÊôÐÔ4×î´óÖµ	»ù´¡ÊôÐÔ5ÀàÐÍ	»ù´¡ÊôÐÔ5×îÐ¡Öµ	»ù´¡ÊôÐÔ5×î´óÖµ	»ù´¡ÊôÐÔ6ÀàÐÍ	»ù´¡ÊôÐÔ6×îÐ¡Öµ	»ù´¡ÊôÐÔ6×î´óÖµ	»ù´¡ÊôÐÔ7ÀàÐÍ	»ù´¡ÊôÐÔ7×îÐ¡Öµ	»ù´¡ÊôÐÔ7×î´óÖµ	ÐèÇóÊôÐÔ1ÀàÐÍ	ÐèÇóÊôÐÔ1ÊýÖµ	ÐèÇóÊôÐÔ2ÀàÐÍ	ÐèÇóÊôÐÔ2ÊýÖµ	ÐèÇóÊôÐÔ3ÀàÐÍ	ÐèÇóÊôÐÔ3ÊýÖµ	ÐèÇóÊôÐÔ4ÀàÐÍ	ÐèÇóÊôÐÔ4ÊýÖµ	ÐèÇóÊôÐÔ5ÀàÐÍ	ÐèÇóÊôÐÔ5ÊýÖµ	ÐèÇóÊôÐÔ6ÀàÐÍ	ÐèÇóÊôÐÔ6ÊýÖµ	Ä§·¨ÊôÐÔË÷Òý1(0¼¶)	Ä§·¨ÊôÐÔË÷Òý1(10¼¶)	Ä§·¨ÊôÐÔË÷Òý2(0¼¶)	Ä§·¨ÊôÐÔË÷Òý2(10¼¶)	Ä§·¨ÊôÐÔË÷Òý3(0¼¶)	Ä§·¨ÊôÐÔË÷Òý3(10¼¶)	Ä§·¨ÊôÐÔË÷Òý4(0¼¶)	Ä§·¨ÊôÐÔË÷Òý4(10¼¶)	Ä§·¨ÊôÐÔË÷Òý5(0¼¶)	Ä§·¨ÊôÐÔË÷Òý5(10¼¶)	Ä§·¨ÊôÐÔË÷Òý6(0¼¶)	Ä§·¨ÊôÐÔË÷Òý6(10¼¶)	ËùÔÚÌ××°	6¼¶¼¼ÄÜID	10¼¶¼¼ÄÜID	À©Õ¹Ì××°	À©Õ¹Ì××°ÐòºÅ	À©Õ¹Ì××°Òþ²ØÊôÐÔ1	À©Õ¹Ì××°Òþ²ØÊôÐÔ2	¿ÉÈÛÁ¶ÊôÐÔÊýÁ¿	¿ÉÈÛÁ¶ÎÆ¸ÖÆ·ÖÊ	»ù´¡±ø¼×Öµ	ÊÇ·ñ¿ÉÉýÐÇ×°±¸	¿ÉÏâÇ¶ÐÇ³½Ê¯ÊýÁ¿	×°±¸Í»ÆÆ×£¸£Öµ	×¢ÁéÎ»ÖÃÊýÁ¿	ÏÔÊ¾Í¼±êID
[HuyÒn Kim] Anh Hµo NghiÖp Háa Béi	0	9	1	\spr\item\equip\waist\obj-waist111yh.spr	34	1	2	Bé trang bÞ Thiªn NhÉn §ao cÊp Anh Hµo (9)	0	99999	10	0																						36	120	39	7									6129	6188	6125	6184	6132	6191	6136	6195	6150	6209	6147	6206	663			713	9	1690	6245	3	11	11200					
[HuyÒn Kim] Anh Hµo NghiÖp Háa H¹ Giíi	0	3	0	\spr\item\equip\ring\obj-ring111yh.spr	37	1	1	Bé trang bÞ Thiªn NhÉn §ao cÊp Anh Hµo (10)	2	99999	10	0																						36	120	39	7									6129	6188	6127	6186	6132	6191	6144	6203	6150	6209	6148	6207	663			713	10	130		3	11	11200					
[HuyÒn Kim] Anh Hµo Th¸i Cùc Phï	0	4	1	\spr\item\equip\nick\obj-neck112yh.spr	36	2	1	Bé trang bÞ Vâ §ang QuyÒn cÊp Anh Hµo (1)	3	99999	10	0																						36	120	39	8									6129	6188	6128	6187	6132	6191	6142	6201	6135	6194	6147	6206	664			714	1	1692	6242	3	11	11200					
[HuyÒn Kim] Anh Hµo Th¸i Cùc Qu¸n	0	7	1	\spr\item\equip\cap\obj-ma-cap127yh.spr	28	2	2	Bé trang bÞ Vâ §ang QuyÒn cÊp Anh Hµo (2)	4	99999	10	0	30	360	360	31	85	85																36	120	39	8									6130	6189	6124	6183	6134	6193	6136	6195	6150	6209	6160	6219	664			714	2	6245	6242	3	11	11200					
[HuyÒn Kim] Anh Hµo Th¸i Cùc Th­îng Giíi	0	3	0	\spr\item\equip\ring\obj-ring112yh.spr	37	1	1	Bé trang bÞ Vâ §ang QuyÒn cÊp Anh Hµo (3)	0	99999	10	0																						36	120	39	8									6129	6188	6126	6185	6132	6191	6143	6202	6150	6209	6148	6207	664			714	3	130		3	11	11200					
[HuyÒn Kim] Anh Hµo Th¸i Cùc Tô	0	8	1	\Spr\item\equip\bangle\obj-bangle112yh.spr	34	1	2	Bé trang bÞ Vâ §ang QuyÒn cÊp Anh Hµo (4)	2	99999	10	0	30	135	135	31	80	80																36	120	39	8									6130	6189	6125	6184	6133	6192	6136	6195	6150	6209	6147	6206	664			714	4	6244	6242	3	11	11200					
[HuyÒn Kim] Anh Hµo Th¸i Cùc Ph¸p §íi	0	6	1	\spr\item\equip\sash\obj-sash112yh.spr	33	2	1	Bé trang bÞ Vâ §ang QuyÒn cÊp Anh Hµo (5)	1	99999	10	0	30	160	160	31	80	80																36	120	39	8									6130	6189	6127	6186	6134	6193	6144	6203	6150	6209	6147	6206	664			714	5	1693	6242	3	11	11200					
[HuyÒn Kim] Anh Hµo Th¸i Cùc §¹o Bµo	0	2	1	\spr\item\equip\armor\obj-ma-cloth127yh.spr	24	2	3	Bé trang bÞ Vâ §ang QuyÒn cÊp Anh Hµo (6)	3	99999	10	0	30	720	720	31	90	90																36	120	39	8									6130	6189	6128	6187	6134	6193	6142	6201	6152	6211	6160	6219	664			714	6	6244	2838	3	11	11200					
[HuyÒn Kim] Anh Hµo Th¸i Cùc KiÕm	0	0	0	\spr\item\equip\weapon\obj-sword45yh.spr	9	1	3	Bé trang bÞ Vâ §ang QuyÒn cÊp Anh Hµo (7)	4	99999	10	0	28	46	46	29	86	86	167	-30	-30	31	99	99										36	120	39	8									6179	6238	6124	6183	6141	6200	6136	6195	6151	6210	6160	6219	664			714	7	6244	130	3	11	11200					
[HuyÒn Kim] Anh Hµo Th¸i Cùc L÷	0	5	0	\spr\item\equip\boots\obj-shoes127yh.spr	26	2	2	Bé trang bÞ Vâ §ang QuyÒn cÊp Anh Hµo (8)	0	99999	10	0	30	160	160	31	80	80																36	120	39	8									6130	6189	6126	6185	6133	6192	6143	6202	6145	6204	6147	6206	664			714	8	1694	6245	3	11	11200					
[HuyÒn Kim] Anh Hµo Th¸i Cùc Ngäc Béi	0	9	1	\spr\item\equip\waist\obj-waist112yh.spr	36	1	2	Bé trang bÞ Vâ §ang QuyÒn cÊp Anh Hµo (9)	2	99999	10	0																						36	120	39	8									6129	6188	6125	6184	6132	6191	6136	6195	6150	6209	6147	6206	664			714	9	6244	1422	3	11	11200					
[HuyÒn Kim] Anh Hµo Th¸i Cùc H¹ Giíi	0	3	0	\spr\item\equip\ring\obj-ring112yh.spr	37	1	1	Bé trang bÞ Vâ §ang QuyÒn cÊp Anh Hµo (10)	1	99999	10	0																						36	120	39	8									6129	6188	6127	6186	6132	6191	6144	6203	6150	6209	6148	6207	664			714	10	130		3	11	11200					
[HuyÒn Kim] Anh Hµo Linh Ch©n Phï	0	4	1	\spr\item\equip\nick\obj-neck112yh.spr	36	2	1	Bé trang bÞ Vâ §ang KiÕm cÊp Anh Hµo (1)	0	99999	10	0																						36	120	39	8									6129	6188	6128	6187	6132	6191	6142	6201	6135	6194	6147	6206	665			715	1	1696	6242	3	11	11200					
[HuyÒn Kim] Anh Hµo Linh Ch©n Qu¸n	0	7	1	\spr\item\equip\cap\obj-ma-cap127yh.spr	28	2	2	Bé trang bÞ Vâ §ang KiÕm cÊp Anh Hµo (2)	2	99999	10	0	30	360	360	31	85	85																36	120	39	8									6130	6189	6124	6183	6134	6193	6136	6195	6150	6209	6160	6219	665			715	2	6245	6242	3	11	11200					
[HuyÒn Kim] Anh Hµo Linh Ch©n Th­îng Giíi	0	3	0	\spr\item\equip\ring\obj-ring112yh.spr	37	1	1	Bé trang bÞ Vâ §ang KiÕm cÊp Anh Hµo (3)	1	99999	10	0																						36	120	39	8									6129	6188	6126	6185	6132	6191	6143	6202	6150	6209	6148	6207	665			715	3	130		3	11	11200					
[HuyÒn Kim] Anh Hµo Linh Ch©n Tô	0	8	1	\Spr\item\equip\bangle\obj-bangle112yh.spr	34	1	2	Bé trang bÞ Vâ §ang KiÕm cÊp Anh Hµo (4)	3	99999	10	0	30	135	135	31	80	80																36	120	39	8									6130	6189	6125	6184	6133	6192	6136	6195	6150	6209	6147	6206	665			715	4	6244	1423	3	11	11200					
[HuyÒn Kim] Anh Hµo Linh Ch©n Ph¸p §íi	0	6	0	\spr\item\equip\sash\obj-sash112yh.spr	32	2	1	Bé trang bÞ Vâ §ang KiÕm cÊp Anh Hµo (5)	4	99999	10	0	30	160	160	31	80	80																36	120	39	8									6130	6189	6127	6186	6134	6193	6144	6203	6150	6209	6147	6206	665			715	5	1697	6242	3	11	11200					
[HuyÒn Kim] Anh Hµo Linh Ch©n §¹o Bµo	0	2	1	\spr\item\equip\armor\obj-ma-cloth127yh.spr	24	2	3	Bé trang bÞ Vâ §ang KiÕm cÊp Anh Hµo (6)	0	99999	10	0	30	720	720	31	90	90																36	120	39	8									6130	6189	6128	6187	6134	6193	6142	6201	6152	6211	6160	6219	665			715	6	6244	2839	3	11	11200					
[HuyÒn Kim] Anh Hµo Linh Ch©n KiÕm	0	0	0	\spr\item\equip\weapon\obj-sword45yh.spr	9	1	3	Bé trang bÞ Vâ §ang KiÕm cÊp Anh Hµo (7)	2	99999	10	0	28	46	46	29	86	86	167	-30	-30	31	99	99										36	120	39	8									6169	6228	6124	6183	6137	6196	6136	6195	6149	6208	6160	6219	665			715	7	6244	130	3	11	11200					
[HuyÒn Kim] Anh Hµo Linh Ch©n L÷	0	5	0	\spr\item\equip\boots\obj-shoes127yh.spr	26	2	2	Bé trang bÞ Vâ §ang KiÕm cÊp Anh Hµo (8)	1	99999	10	0	30	160	160	31	80	80																36	120	39	8									6130	6189	6126	6185	6133	6192	6143	6202	6145	6204	6147	6206	665			715	8	6244	6242	3	11	11200					
[HuyÒn Kim] Anh Hµo Linh Ch©n Ngäc Béi	0	9	1	\spr\item\equip\waist\obj-waist112yh.spr	36	1	2	Bé trang bÞ Vâ §ang KiÕm cÊp Anh Hµo (9)	3	99999	10	0																						36	120	39	8									6129	6188	6125	6184	6132	6191	6136	6195	6150	6209	6147	6206	665			715	9	1698	6245	3	11	11200					
[HuyÒn Kim] Anh Hµo Linh Ch©n H¹ Giíi	0	3	0	\spr\item\equip\ring\obj-ring112yh.spr	37	1	1	Bé trang bÞ Vâ §ang KiÕm cÊp Anh Hµo (10)	4	99999	10	0																						36	120	39	8									6129	6188	6127	6186	6132	6191	6144	6203	6150	6209	6148	6207	665			715	10	130		3	11	11200					
[HuyÒn Kim] Anh Hµo B¹ch Hång H¹ng Liªn	0	4	1	\spr\item\equip\nick\obj-neck112yh.spr	36	2	1	Bé trang bÞ C«n L«n §ao cÊp Anh Hµo (1)	0	99999	10	0																						36	120	39	9									6129	6188	6128	6187	6132	6191	6142	6201	6135	6194	6147	6206	666			716	1	1700	6242	3	11	11200					
[HuyÒn Kim] Anh Hµo B¹ch Hång §¹o Qu¸n	0	7	1	\spr\item\equip\cap\obj-ma-cap128yh.spr	28	2	2	Bé trang bÞ C«n L«n §ao cÊp Anh Hµo (2)	2	99999	10	0	30	360	360	31	85	85																36	120	39	9									6131	6190	6124	6183	6133	6192	6136	6195	6150	6209	6161	6220	666			716	2	6245	6242	3	11	11200					
[HuyÒn Kim] Anh Hµo B¹ch Hång Th­îng Giíi	0	3	0	\spr\item\equip\ring\obj-ring112yh.spr	37	1	1	Bé trang bÞ C«n L«n §ao cÊp Anh Hµo (3)	1	99999	10	0																						36	120	39	9									6129	6188	6126	6185	6132	6191	6143	6202	6150	6209	6148	6207	666			716	3	130		3	11	11200					
[HuyÒn Kim] Anh Hµo B¹ch Hång Hé UyÓn	0	8	1	\Spr\item\equip\bangle\obj-bangle112yh.spr	34	1	2	Bé trang bÞ C«n L«n §ao cÊp Anh Hµo (4)	3	99999	10	0	30	135	135	31	80	80																36	120	39	9									6130	6189	6125	6184	6133	6192	6136	6195	6150	6209	6147	6206	666			716	4	6243	1424	3	11	11200					
[HuyÒn Kim] Anh Hµo B¹ch Hång Yªu §íi	0	6	0	\spr\item\equip\sash\obj-sash112yh.spr	33	2	1	Bé trang bÞ C«n L«n §ao cÊp Anh Hµo (5)	4	99999	10	0	30	160	160	31	80	80																36	120	39	9									6131	6190	6127	6186	6133	6192	6144	6203	6150	6209	6147	6206	666			716	5	1701	6242	3	11	11200					
[HuyÒn Kim] Anh Hµo B¹ch Hång §¹o Bµo	0	2	1	\spr\item\equip\armor\obj-ma-cloth128yh.spr	24	2	3	Bé trang bÞ C«n L«n §ao cÊp Anh Hµo (6)	0	99999	10	0	30	720	720	31	90	90																36	120	39	9									6131	6190	6128	6187	6133	6192	6142	6201	6152	6211	6161	6220	666			716	6	6243	2840	3	11	11200					
[HuyÒn Kim] Anh Hµo B¹ch Hång §ao	0	0	1	\spr\item\equip\weapon\obj-blade54yh.spr	10	1	3	Bé trang bÞ C«n L«n §ao cÊp Anh Hµo (7)	2	99999	10	0	28	40	40	29	114	114	167	-30	-30	31	99	99										36	120	39	9									6170	6229	6124	6183	6137	6196	6136	6195	6149	6208	6161	6220	666			716	7	6243	130	3	11	11200					
[HuyÒn Kim] Anh Hµo B¹ch Hång Ngoa	0	5	0	\spr\item\equip\boots\obj-shoes128yh.spr	26	2	2	Bé trang bÞ C«n L«n §ao cÊp Anh Hµo (8)	1	99999	10	0	30	160	160	31	80	80																36	120	39	9									6130	6189	6126	6185	6133	6192	6143	6202	6145	6204	6147	6206	666			716	8	6243	6242	3	11	11200					
[HuyÒn Kim] Anh Hµo B¹ch Hång Béi	0	9	1	\spr\item\equip\waist\obj-waist112yh.spr	36	1	2	Bé trang bÞ C«n L«n §ao cÊp Anh Hµo (9)	3	99999	10	0																						36	120	39	9									6129	6188	6125	6184	6132	6191	6136	6195	6150	6209	6147	6206	666			716	9	1702	6245	3	11	11200					
[HuyÒn Kim] Anh Hµo B¹ch Hång H¹ Giíi	0	3	0	\spr\item\equip\ring\obj-ring112yh.spr	37	1	1	Bé trang bÞ C«n L«n §ao cÊp Anh Hµo (10)	4	99999	10	0																						36	120	39	9									6129	6188	6127	6186	6132	6191	6144	6203	6150	6209	6148	6207	666			716	10	130		3	11	11200					
[HuyÒn Kim] Anh Hµo Tö §iÖn H¹ng Liªn	0	4	1	\spr\item\equip\nick\obj-neck112yh.spr	36	2	1	Bé trang bÞ C«n L«n KiÕm cÊp Anh Hµo (1)	3	99999	10	0																						36	120	39	9									6129	6188	6128	6187	6132	6191	6142	6201	6135	6194	6147	6206	667			717	1	1704	6242	3	11	11200					
[HuyÒn Kim] Anh Hµo Tö §iÖn §¹o Qu¸n	0	7	1	\spr\item\equip\cap\obj-ma-cap128yh.spr	28	2	2	Bé trang bÞ C«n L«n KiÕm cÊp Anh Hµo (2)	4	99999	10	0	30	360	360	31	85	85																36	120	39	9									6131	6190	6124	6183	6133	6192	6136	6195	6150	6209	6161	6220	667			717	2	6245	6242	3	11	11200					
[HuyÒn Kim] Anh Hµo Tö §iÖn Th­îng Giíi	0	3	0	\spr\item\equip\ring\obj-ring112yh.spr	37	1	1	Bé trang bÞ C«n L«n KiÕm cÊp Anh Hµo (3)	0	99999	10	0																						36	120	39	9									6129	6188	6126	6185	6132	6191	6143	6202	6150	6209	6148	6207	667			717	3	130		3	11	11200					
[HuyÒn Kim] Anh Hµo Tö §iÖn Hé UyÓn	0	8	1	\Spr\item\equip\bangle\obj-bangle112yh.spr	34	1	2	Bé trang bÞ C«n L«n KiÕm cÊp Anh Hµo (4)	2	99999	10	0	30	135	135	31	80	80																36	120	39	9									6130	6189	6125	6184	6133	6192	6136	6195	6150	6209	6147	6206	667			717	4	6243	1425	3	11	11200					
[HuyÒn Kim] Anh Hµo Tö §iÖn TriÒn Yªu	0	6	0	\spr\item\equip\sash\obj-sash112yh.spr	32	2	1	Bé trang bÞ C«n L«n KiÕm cÊp Anh Hµo (5)	1	99999	10	0	30	160	160	31	80	80																36	120	39	9									6131	6190	6127	6186	6133	6192	6144	6203	6150	6209	6147	6206	667			717	5	1705	6242	3	11	11200					
[HuyÒn Kim] Anh Hµo Tö §iÖn §¹o Bµo	0	2	1	\spr\item\equip\armor\obj-ma-cloth128yh.spr	24	2	3	Bé trang bÞ C«n L«n KiÕm cÊp Anh Hµo (6)	3	99999	10	0	30	720	720	31	90	90																36	120	39	9									6131	6190	6128	6187	6133	6192	6142	6201	6152	6211	6161	6220	667			717	6	6243	2841	3	11	11200					
[HuyÒn Kim] Anh Hµo Tö §iÖn KiÕm	0	0	0	\spr\item\equip\weapon\obj-sword46yh.spr	9	1	3	Bé trang bÞ C«n L«n KiÕm cÊp Anh Hµo (7)	4	99999	10	0	28	46	46	29	86	86	167	-30	-30	31	99	99										36	120	39	9									6180	6239	6124	6183	6141	6200	6136	6195	6151	6210	6161	6220	667			717	7	6243	130	3	11	11200					
[HuyÒn Kim] Anh Hµo Tö §iÖn Ngoa	0	5	0	\spr\item\equip\boots\obj-shoes128yh.spr	26	2	2	Bé trang bÞ C«n L«n KiÕm cÊp Anh Hµo (8)	0	99999	10	0	30	160	160	31	80	80																36	120	39	9									6130	6189	6126	6185	6133	6192	6143	6202	6145	6204	6147	6206	667			717	8	6243	6242	3	11	11200					
[HuyÒn Kim] Anh Hµo Tö §iÖn Béi	0	9	1	\spr\item\equip\waist\obj-waist112yh.spr	36	1	2	Bé trang bÞ C«n L«n KiÕm cÊp Anh Hµo (9)	2	99999	10	0																						36	120	39	9									6129	6188	6125	6184	6132	6191	6136	6195	6150	6209	6147	6206	667			717	9	1706	6245	3	11	11200					
[HuyÒn Kim] Anh Hµo Tö §iÖn H¹ Giíi	0	3	0	\spr\item\equip\ring\obj-ring112yh.spr	37	1	1	Bé trang bÞ C«n L«n KiÕm cÊp Anh Hµo (10)	1	99999	10	0																						36	120	39	9									6129	6188	6127	6186	6132	6191	6144	6203	6150	6209	6148	6207	667			717	10	130		3	11	11200					
[HuyÒn Kim] Anh Hµo Th­¬ng Lan H¹ng Liªn	0	4	1	\spr\item\equip\nick\obj-neck110yh.spr	36	2	1	Bé trang bÞ Hoa S¬n KiÕm T«ng cÊp Anh Hµo (1)	0	99999	10	0																						36	120	39	10									6129	6188	6128	6187	6132	6191	6142	6201	6135	6194	6147	6206	668			718	1	3655	6242	3	11	11200					
[HuyÒn Kim] Anh Hµo Th­¬ng Lan Qu¸n	0	7	1	\spr\item\equip\cap\obj-ma-cap129yh.spr	28	2	2	Bé trang bÞ Hoa S¬n KiÕm T«ng cÊp Anh Hµo (2)	2	99999	10	0	30	360	360	31	85	85																36	120	39	10									6131	6190	6124	6183	6133	6192	6136	6195	6150	6209	6157	6216	668			718	2	6245	6242	3	11	11200					
[HuyÒn Kim] Anh Hµo Th­¬ng Lan Thiªn ThÇn ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring110yh.spr	37	1	1	Bé trang bÞ Hoa S¬n KiÕm T«ng cÊp Anh Hµo (3)	1	99999	10	0																						36	120	39	10									6129	6188	6126	6185	6132	6191	6143	6202	6150	6209	6148	6207	668			718	3	130		3	11	11200					
[HuyÒn Kim] Anh Hµo Th­¬ng Lan Hé UyÓn	0	8	1	\Spr\item\equip\bangle\obj-bangle110yh.spr	34	1	2	Bé trang bÞ Hoa S¬n KiÕm T«ng cÊp Anh Hµo (4)	3	99999	10	0	30	135	135	31	80	80																36	120	39	10									6130	6189	6125	6184	6133	6192	6136	6195	6150	6209	6147	6206	668			718	4	6243	3658	3	11	11200					
[HuyÒn Kim] Anh Hµo Th­¬ng Lan Yªu §íi	0	6	0	\spr\item\equip\sash\obj-sash110yh.spr	32	2	1	Bé trang bÞ Hoa S¬n KiÕm T«ng cÊp Anh Hµo (5)	4	99999	10	0	30	160	160	31	80	80																36	120	39	10									6131	6190	6127	6186	6133	6192	6144	6203	6150	6209	6147	6206	668			718	5	3656	6242	3	11	11200					
[HuyÒn Kim] Anh Hµo Th­¬ng Lan Y	0	2	1	\spr\item\equip\armor\obj-ma-cloth129yh.spr	24	2	3	Bé trang bÞ Hoa S¬n KiÕm T«ng cÊp Anh Hµo (6)	0	99999	10	0	30	720	720	31	90	90																36	120	39	10									6131	6190	6128	6187	6133	6192	6142	6201	6152	6211	6157	6216	668			718	6	6243	3911	3	11	11200					
[HuyÒn Kim] Anh Hµo Th­¬ng Lan KiÕm	0	0	0	\spr\item\equip\weapon\obj-sword47yh.spr	9	1	3	Bé trang bÞ Hoa S¬n KiÕm T«ng cÊp Anh Hµo (7)	2	99999	10	0	28	46	46	29	86	86	167	-30	-30	31	99	99										36	120	39	10									6181	6240	6124	6183	6139	6198	6136	6195	6151	6210	6157	6216	668			718	7	6243	130	3	11	11200					
[HuyÒn Kim] Anh Hµo Th­¬ng Lan Ngoa	0	5	0	\spr\item\equip\boots\obj-shoes129yh.spr	26	2	2	Bé trang bÞ Hoa S¬n KiÕm T«ng cÊp Anh Hµo (8)	1	99999	10	0	30	160	160	31	80	80																36	120	39	10									6130	6189	6126	6185	6133	6192	6143	6202	6145	6204	6147	6206	668			718	8	6243	6242	3	11	11200					
[HuyÒn Kim] Anh Hµo Th­¬ng Lan H­¬ng Nang	0	9	1	\spr\item\equip\waist\obj-waist110yh.spr	36	1	2	Bé trang bÞ Hoa S¬n KiÕm T«ng cÊp Anh Hµo (9)	3	99999	10	0																						36	120	39	10									6129	6188	6125	6184	6132	6191	6136	6195	6150	6209	6147	6206	668			718	9	3657	6245	3	11	11200					
[HuyÒn Kim] Anh Hµo Th­¬ng Lan Thiªn C¬ ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring110yh.spr	37	1	1	Bé trang bÞ Hoa S¬n KiÕm T«ng cÊp Anh Hµo (10)	4	99999	10	0																						36	120	39	10									6129	6188	6127	6186	6132	6191	6144	6203	6150	6209	6148	6207	668			718	10	130		3	11	11200					
[HuyÒn Kim] Anh Hµo BÝch Hoa H¹ng Liªn	0	4	1	\spr\item\equip\nick\obj-neck110yh.spr	36	2	1	Bé trang bÞ Hoa S¬n KhÝ T«ng cÊp Anh Hµo (1)	0	99999	10	0																						36	120	39	10									6129	6188	6128	6187	6132	6191	6142	6201	6135	6194	6147	6206	669			719	1	3650	6242	3	11	11200					
[HuyÒn Kim] Anh Hµo BÝch Hoa Qu¸n	0	7	1	\spr\item\equip\cap\obj-ma-cap129yh.spr	28	2	2	Bé trang bÞ Hoa S¬n KhÝ T«ng cÊp Anh Hµo (2)	2	99999	10	0	30	360	360	31	85	85																36	120	39	10									6131	6190	6124	6183	6133	6192	6136	6195	6150	6209	6157	6216	669			719	2	6245	6242	3	11	11200					
[HuyÒn Kim] Anh Hµo BÝch Hoa §Þa Vi ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring110yh.spr	37	1	1	Bé trang bÞ Hoa S¬n KhÝ T«ng cÊp Anh Hµo (3)	1	99999	10	0																						36	120	39	10									6129	6188	6126	6185	6132	6191	6143	6202	6150	6209	6148	6207	669			719	3	130		3	11	11200					
[HuyÒn Kim] Anh Hµo BÝch Hoa Hé UyÓn	0	8	1	\Spr\item\equip\bangle\obj-bangle110yh.spr	34	1	2	Bé trang bÞ Hoa S¬n KhÝ T«ng cÊp Anh Hµo (4)	3	99999	10	0	30	135	135	31	80	80																36	120	39	10									6130	6189	6125	6184	6133	6192	6136	6195	6150	6209	6147	6206	669			719	4	6243	3653	3	11	11200					
[HuyÒn Kim] Anh Hµo BÝch Hoa Yªu §íi	0	6	0	\spr\item\equip\sash\obj-sash110yh.spr	32	2	1	Bé trang bÞ Hoa S¬n KhÝ T«ng cÊp Anh Hµo (5)	4	99999	10	0	30	160	160	31	80	80																36	120	39	10									6131	6190	6127	6186	6133	6192	6144	6203	6150	6209	6147	6206	669			719	5	3651	6242	3	11	11200					
[HuyÒn Kim] Anh Hµo BÝch Hoa Y	0	2	1	\spr\item\equip\armor\obj-ma-cloth129yh.spr	24	2	3	Bé trang bÞ Hoa S¬n KhÝ T«ng cÊp Anh Hµo (6)	0	99999	10	0	30	720	720	31	90	90																36	120	39	10									6131	6190	6128	6187	6133	6192	6142	6201	6152	6211	6157	6216	669			719	6	6243	3910	3	11	11200					
[HuyÒn Kim] Anh Hµo BÝch Hoa KiÕm	0	0	0	\spr\item\equip\weapon\obj-sword47yh.spr	9	1	3	Bé trang bÞ Hoa S¬n KhÝ T«ng cÊp Anh Hµo (7)	2	99999	10	0	28	46	46	29	86	86	167	-30	-30	31	99	99										36	120	39	10									6171	6230	6124	6183	6137	6196	6136	6195	6150	6209	6157	6216	669			719	7	6243	130	3	11	11200					
[HuyÒn Kim] Anh Hµo BÝch Hoa Ngoa	0	5	0	\spr\item\equip\boots\obj-shoes129yh.spr	26	2	2	Bé trang bÞ Hoa S¬n KhÝ T«ng cÊp Anh Hµo (8)	1	99999	10	0	30	160	160	31	80	80																36	120	39	10									6130	6189	6126	6185	6133	6192	6143	6202	6145	6204	6147	6206	669			719	8	6243	6242	3	11	11200					
[HuyÒn Kim] Anh Hµo BÝch Hoa H­¬ng Nang	0	9	1	\spr\item\equip\waist\obj-waist110yh.spr	36	1	2	Bé trang bÞ Hoa S¬n KhÝ T«ng cÊp Anh Hµo (9)	3	99999	10	0																						36	120	39	10									6129	6188	6125	6184	6132	6191	6136	6195	6150	6209	6147	6206	669			719	9	3652	6245	3	11	11200					
[HuyÒn Kim] Anh Hµo BÝch Hoa §Þa TÝch ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring110yh.spr	37	1	1	Bé trang bÞ Hoa S¬n KhÝ T«ng cÊp Anh Hµo (10)	4	99999	10	0																						36	120	39	10									6129	6188	6127	6186	6132	6191	6144	6203	6150	6209	6148	6207	669			719	10	130		3	11	11200					
[HuyÒn Kim] Anh Hµo B¸ KhÝ H¹ng Liªn	0	4	1	\spr\item\equip\nick\obj-neck111yh.spr	36	2	1	Bé trang bÞ Vò hån ThuÉn Ph¸p cÊp Anh Hµo (1)	1	99999	10	0																						36	120	39	11									6129	6188	6128	6187	6132	6191	6142	6201	6135	6194	6147	6206	670			720	1	5546	6242	3	11	11200					
[HuyÒn Kim] Anh Hµo B¸ KhÝ Qu¸n	0	7	4	\spr\item\equip\cap\obj-ma-cap130yh.spr	28	2	2	Bé trang bÞ Vò hån ThuÉn Ph¸p cÊp Anh Hµo (2)	3	99999	10	0	30	360	360	31	85	85																36	120	39	11									6131	6190	6124	6183	6133	6192	6136	6195	6150	6209	6158	6217	670			720	2	6245	6242	3	11	11200					
