效果	是否前缀	五行要求	等级要求	属性调整类别	参数1最小值	参数1最大值	参数2最小值	参数2最大值	参数3最小值	参数3最大值	效果说明
凡品秘籍基础属性-破势9星				307	250	300	-1	-1	0	0	0
凡品秘籍成长属性-破势				307	5	8	-1	-1	0	0	0
凡品秘籍成长属性-破势逢5				307	5	8	-1	-1	0	0	0
凡品秘籍高级成长属性-破势				307	7	8	-1	-1	0	0	0
凡品秘籍高级成长属性-破势逢5				307	7	8	-1	-1	0	0	0
凡品秘籍基础属性-造成受伤动作时间增加1星				219	3	6	-1	-1	0	0	0
凡品秘籍基础属性-造成受伤动作时间增加2星				219	4	8	-1	-1	0	0	0
凡品秘籍基础属性-造成受伤动作时间增加3星				219	6	10	-1	-1	0	0	0
凡品秘籍基础属性-造成受伤动作时间增加4星				219	8	13	-1	-1	0	0	0
凡品秘籍基础属性-造成受伤动作时间增加5星				219	10	16	-1	-1	0	0	0
凡品秘籍基础属性-造成受伤动作时间增加6星				219	12	19	-1	-1	0	0	0
凡品秘籍基础属性-造成受伤动作时间增加7星				219	11	16	-1	-1	0	0	0
凡品秘籍基础属性-造成受伤动作时间增加8星				219	11	16	-1	-1	0	0	0
凡品秘籍基础属性-造成受伤动作时间增加9星				219	11	16	-1	-1	0	0	0
凡品秘籍成长属性-造成受伤动作时间增加逢5				219	1	3	-1	-1	0	0	0
凡品秘籍高级成长属性-造成受伤动作时间增加逢5				219	2	3	-1	-1	0	0	0
凡品秘籍基础属性-外功系普攻伤害百分比1星				126	12	20	-1	-1	6	6	0
凡品秘籍基础属性-外功系普攻伤害百分比2星				126	15	25	-1	-1	6	6	0
凡品秘籍基础属性-外功系普攻伤害百分比3星				126	18	30	-1	-1	6	6	0
凡品秘籍基础属性-外功系普攻伤害百分比4星				126	26	39	-1	-1	6	6	0
凡品秘籍基础属性-外功系普攻伤害百分比5星				126	34	48	-1	-1	6	6	0
凡品秘籍基础属性-外功系普攻伤害百分比6星				126	42	57	-1	-1	6	6	0
凡品秘籍基础属性-外功系普攻伤害百分比7星				126	16	23	-1	-1	6	6	0
凡品秘籍基础属性-外功系普攻伤害百分比8星				126	16	23	-1	-1	6	6	0
凡品秘籍基础属性-外功系普攻伤害百分比9星				126	16	23	-1	-1	6	6	0
凡品秘籍成长属性-外功系普攻伤害百分比逢5				126	5	9	-1	-1	6	6	0
凡品秘籍高级成长属性-外功系普攻伤害百分比逢5				126	7	9	-1	-1	6	6	0
凡品秘籍基础属性-造成迟缓时间增加1星				161	7	12	-1	-1	0	0	0
凡品秘籍基础属性-造成迟缓时间增加2星				161	9	16	-1	-1	0	0	0
凡品秘籍基础属性-造成迟缓时间增加3星				161	12	20	-1	-1	0	0	0
凡品秘籍基础属性-造成迟缓时间增加4星				161	16	25	-1	-1	0	0	0
凡品秘籍基础属性-造成迟缓时间增加5星				161	20	30	-1	-1	0	0	0
凡品秘籍基础属性-造成迟缓时间增加6星				161	24	35	-1	-1	0	0	0
凡品秘籍基础属性-造成迟缓时间增加7星				161	25	37	-1	-1	0	0	0
凡品秘籍基础属性-造成迟缓时间增加8星				161	25	37	-1	-1	0	0	0
凡品秘籍基础属性-造成迟缓时间增加9星				161	25	37	-1	-1	0	0	0
凡品秘籍成长属性-造成迟缓时间增加逢5				161	3	5	-1	-1	0	0	0
凡品秘籍高级成长属性-造成迟缓时间增加逢5				161	4	5	-1	-1	0	0	0
凡品秘籍基础属性-中毒时间增加1星				258	7	12	-1	-1	0	0	0
凡品秘籍基础属性-中毒时间增加2星				258	9	16	-1	-1	0	0	0
凡品秘籍基础属性-中毒时间增加3星				258	12	20	-1	-1	0	0	0
凡品秘籍基础属性-中毒时间增加4星				258	16	25	-1	-1	0	0	0
凡品秘籍基础属性-中毒时间增加5星				258	20	30	-1	-1	0	0	0
凡品秘籍基础属性-中毒时间增加6星				258	24	35	-1	-1	0	0	0
凡品秘籍基础属性-中毒时间增加7星				258	25	37	-1	-1	0	0	0
凡品秘籍基础属性-中毒时间增加8星				258	25	37	-1	-1	0	0	0
凡品秘籍基础属性-中毒时间增加9星				258	25	37	-1	-1	0	0	0
凡品秘籍成长属性-中毒时间增加逢5				258	3	5	-1	-1	0	0	0
凡品秘籍高级成长属性-中毒时间增加逢5				258	4	5	-1	-1	0	0	0
凡品秘籍基础属性-内功系毒攻伤害百分比1星				318	12	20	-1	-1	0	0	0
凡品秘籍基础属性-内功系毒攻伤害百分比2星				318	15	25	-1	-1	0	0	0
凡品秘籍基础属性-内功系毒攻伤害百分比3星				318	18	30	-1	-1	0	0	0
凡品秘籍基础属性-内功系毒攻伤害百分比4星				318	26	39	-1	-1	0	0	0
凡品秘籍基础属性-内功系毒攻伤害百分比5星				318	34	48	-1	-1	0	0	0
凡品秘籍基础属性-内功系毒攻伤害百分比6星				318	42	57	-1	-1	0	0	0
凡品秘籍基础属性-内功系毒攻伤害百分比7星				318	16	23	-1	-1	0	0	0
凡品秘籍基础属性-内功系毒攻伤害百分比8星				318	16	23	-1	-1	0	0	0
凡品秘籍基础属性-内功系毒攻伤害百分比9星				318	16	23	-1	-1	0	0	0
凡品秘籍成长属性-内功系毒攻伤害百分比逢5				318	5	9	-1	-1	0	0	0
凡品秘籍高级成长属性-内功系毒攻伤害百分比逢5				318	7	9	-1	-1	0	0	0
凡品秘籍基础属性-内功系冰攻伤害百分比1星				315	12	20	-1	-1	0	0	0
凡品秘籍基础属性-内功系冰攻伤害百分比2星				315	15	25	-1	-1	0	0	0
凡品秘籍基础属性-内功系冰攻伤害百分比3星				315	18	30	-1	-1	0	0	0
凡品秘籍基础属性-内功系冰攻伤害百分比4星				315	26	39	-1	-1	0	0	0
凡品秘籍基础属性-内功系冰攻伤害百分比5星				315	34	48	-1	-1	0	0	0
凡品秘籍基础属性-内功系冰攻伤害百分比6星				315	42	57	-1	-1	0	0	0
凡品秘籍基础属性-内功系冰攻伤害百分比7星				315	16	23	-1	-1	0	0	0
凡品秘籍基础属性-内功系冰攻伤害百分比8星				315	16	23	-1	-1	0	0	0
凡品秘籍基础属性-内功系冰攻伤害百分比9星				315	16	23	-1	-1	0	0	0
凡品秘籍成长属性-内功系冰攻伤害百分比逢5				315	5	9	-1	-1	0	0	0
凡品秘籍高级成长属性-内功系冰攻伤害百分比逢5				315	7	9	-1	-1	0	0	0
凡品秘籍基础属性-内功系火攻伤害百分比1星				316	12	20	-1	-1	0	0	0
凡品秘籍基础属性-内功系火攻伤害百分比2星				316	15	25	-1	-1	0	0	0
凡品秘籍基础属性-内功系火攻伤害百分比3星				316	18	30	-1	-1	0	0	0
凡品秘籍基础属性-内功系火攻伤害百分比4星				316	26	39	-1	-1	0	0	0
凡品秘籍基础属性-内功系火攻伤害百分比5星				316	34	48	-1	-1	0	0	0
凡品秘籍基础属性-内功系火攻伤害百分比6星				316	42	57	-1	-1	0	0	0
凡品秘籍基础属性-内功系火攻伤害百分比7星				316	16	23	-1	-1	0	0	0
凡品秘籍基础属性-内功系火攻伤害百分比8星				316	16	23	-1	-1	0	0	0
凡品秘籍基础属性-内功系火攻伤害百分比9星				316	16	23	-1	-1	0	0	0
凡品秘籍成长属性-内功系火攻伤害百分比逢5				316	5	9	-1	-1	0	0	0
凡品秘籍高级成长属性-内功系火攻伤害百分比逢5				316	7	9	-1	-1	0	0	0
凡品秘籍基础属性-造成眩晕时间增加1星				220	5	9	-1	-1	0	0	0
凡品秘籍基础属性-造成眩晕时间增加2星				220	7	12	-1	-1	0	0	0
凡品秘籍基础属性-造成眩晕时间增加3星				220	9	15	-1	-1	0	0	0
凡品秘籍基础属性-造成眩晕时间增加4星				220	12	19	-1	-1	0	0	0
凡品秘籍基础属性-造成眩晕时间增加5星				220	15	23	-1	-1	0	0	0
凡品秘籍基础属性-造成眩晕时间增加6星				220	18	27	-1	-1	0	0	0
凡品秘籍基础属性-造成眩晕时间增加7星				220	22	29	-1	-1	0	0	0
凡品秘籍基础属性-造成眩晕时间增加8星				220	22	29	-1	-1	0	0	0
凡品秘籍基础属性-造成眩晕时间增加9星				220	22	29	-1	-1	0	0	0
凡品秘籍成长属性-造成眩晕时间增加逢5				220	2	4	-1	-1	0	0	0
凡品秘籍高级成长属性-造成眩晕时间增加逢5				220	3	4	-1	-1	0	0	0
凡品秘籍基础属性-内功系雷攻伤害百分比1星				317	12	20	-1	-1	0	0	0
凡品秘籍基础属性-内功系雷攻伤害百分比2星				317	15	25	-1	-1	0	0	0
凡品秘籍基础属性-内功系雷攻伤害百分比3星				317	18	30	-1	-1	0	0	0
凡品秘籍基础属性-内功系雷攻伤害百分比4星				317	26	39	-1	-1	0	0	0
凡品秘籍基础属性-内功系雷攻伤害百分比5星				317	34	48	-1	-1	0	0	0
凡品秘籍基础属性-内功系雷攻伤害百分比6星				317	42	57	-1	-1	0	0	0
凡品秘籍基础属性-内功系雷攻伤害百分比7星				317	16	23	-1	-1	0	0	0
凡品秘籍基础属性-内功系雷攻伤害百分比8星				317	16	23	-1	-1	0	0	0
凡品秘籍基础属性-内功系雷攻伤害百分比9星				317	16	23	-1	-1	0	0	0
凡品秘籍成长属性-内功系雷攻伤害百分比逢5				317	5	9	-1	-1	0	0	0
凡品秘籍高级成长属性-内功系雷攻伤害百分比逢5				317	7	9	-1	-1	0	0	0
昆山灵石-忽略对手毒防-5级				264	12	12	-1	-1	0	0	0
昆山灵石-忽略对手火防-5级				266	12	12	-1	-1	0	0	0
昆山灵石-忽略对手普防-5级				263	12	12	-1	-1	0	0	0
昆山灵石-忽略对手冰防-5级				265	12	12	-1	-1	0	0	0
昆山灵石-忽略对手雷防-5级				267	12	12	-1	-1	0	0	0
昆山灵石-增加毒防-5级				228	16	16	-1	-1	0	0	0
昆山灵石-增加普防-5级				231	16	16	-1	-1	0	0	0
昆山灵石-增加冰防-5级				232	16	16	-1	-1	0	0	0
昆山灵石-增加火防-5级				230	16	16	-1	-1	0	0	0
昆山灵石-增加雷防-5级				229	16	16	-1	-1	0	0	0
昆山灵石-造成迟缓时间-5级				161	18	18	-1	-1	0	0	0
昆山灵石-造成中毒时间-5级				258	18	18	-1	-1	0	0	0
昆山灵石-造成眩晕时间-5级				220	14	14	-1	-1	0	0	0
昆山灵石-造成受伤时间-5级				219	10	10	-1	-1	0	0	0
昆山灵石-迟缓时间减少-5级				106	18	18	-1	-1	0	0	0
昆山灵石-中毒时间减少-5级				108	18	18	-1	-1	0	0	0
昆山灵石-眩晕时间减少-5级				110	14	14	-1	-1	0	0	0
昆山灵石-受伤时间减少-5级				245	10	10	-1	-1	0	0	0
昆山灵石-造成受伤概率-5级				259	10	10	-1	-1	0	0	0
昆山灵石-抵抗受伤概率-5级				260	10	10	-1	-1	0	0	0
昆山灵石-造成眩晕概率-5级				261	10	10	-1	-1	0	0	0
昆山灵石-抵抗眩晕概率-5级				262	10	10	-1	-1	0	0	0
昆山灵石-重击概率增加-5级				227	11	11	-1	-1	0	0	0
昆山灵石-抵抗重击概率-5级				271	11	11	-1	-1	0	0	0
昆山灵石-增加生命恢复效率-5级				190	14	14	-1	-1	0	0	0
昆山灵石-增加内力恢复效率-5级				248	14	14	-1	-1	0	0	0
昆山灵石-半秒生命恢复-5级				88	185	185	-1	-1	0	0	0
昆山灵石-半秒内力恢复-5级				92	185	185	-1	-1	0	0	0
昆山灵石-生命最大值-5级				234	36	36	-1	-1	0	0	0
昆山灵石-内力最大值-5级				236	36	36	-1	-1	0	0	0
昆山灵石-生命点数-5级				233	3600	3600	-1	-1	0	0	0
昆山灵石-内力点数-5级				235	3600	3600	-1	-1	0	0	0
昆山灵石-重击效果-5级				304	14	14	-1	-1	0	0	0
昆山灵石-抵抗重击效果-5级				305	14	14	-1	-1	0	0	0
昆山灵石-对攻击技能加成-5级				243	70	70	-1	-1	0	0	0
昆山灵石-忽略全抗-5级				268	11	11	-1	-1	0	0	0
昆山灵石-抵消伤害-5级				237	26	26	-1	-1	0	0	0
昆山灵石-加深伤害-5级				269	26	26	-1	-1	0	0	0
昆山灵石-格挡概率-5级				226	9	9	-1	-1	0	0	0
昆山灵石-拆解格挡概率-5级				270	9	9	-1	-1	0	0	0
昆山灵石-忽略对手毒防-6级				264	14	14	-1	-1	0	0	0
昆山灵石-忽略对手火防-6级				266	14	14	-1	-1	0	0	0
昆山灵石-忽略对手普防-6级				263	14	14	-1	-1	0	0	0
昆山灵石-忽略对手冰防-6级				265	14	14	-1	-1	0	0	0
昆山灵石-忽略对手雷防-6级				267	14	14	-1	-1	0	0	0
昆山灵石-增加毒防-6级				228	19	19	-1	-1	0	0	0
昆山灵石-增加普防-6级				231	19	19	-1	-1	0	0	0
昆山灵石-增加冰防-6级				232	19	19	-1	-1	0	0	0
昆山灵石-增加火防-6级				230	19	19	-1	-1	0	0	0
昆山灵石-增加雷防-6级				229	19	19	-1	-1	0	0	0
昆山灵石-造成迟缓时间-6级				161	20	20	-1	-1	0	0	0
昆山灵石-造成中毒时间-6级				258	20	20	-1	-1	0	0	0
昆山灵石-造成眩晕时间-6级				220	16	16	-1	-1	0	0	0
昆山灵石-造成受伤时间-6级				219	12	12	-1	-1	0	0	0
昆山灵石-迟缓时间减少-6级				106	20	20	-1	-1	0	0	0
昆山灵石-中毒时间减少-6级				108	20	20	-1	-1	0	0	0
昆山灵石-眩晕时间减少-6级				110	16	16	-1	-1	0	0	0
昆山灵石-受伤时间减少-6级				245	12	12	-1	-1	0	0	0
昆山灵石-造成受伤概率-6级				259	12	12	-1	-1	0	0	0
昆山灵石-抵抗受伤概率-6级				260	12	12	-1	-1	0	0	0
昆山灵石-造成眩晕概率-6级				261	12	12	-1	-1	0	0	0
昆山灵石-抵抗眩晕概率-6级				262	12	12	-1	-1	0	0	0
昆山灵石-重击概率增加-6级				227	13	13	-1	-1	0	0	0
昆山灵石-抵抗重击概率-6级				271	13	13	-1	-1	0	0	0
昆山灵石-增加生命恢复效率-6级				190	16	16	-1	-1	0	0	0
昆山灵石-增加内力恢复效率-6级				248	16	16	-1	-1	0	0	0
昆山灵石-半秒生命恢复-6级				88	200	200	-1	-1	0	0	0
昆山灵石-半秒内力恢复-6级				92	200	200	-1	-1	0	0	0
昆山灵石-生命最大值-6级				234	41	41	-1	-1	0	0	0
昆山灵石-内力最大值-6级				236	41	41	-1	-1	0	0	0
昆山灵石-生命点数-6级				233	4100	4100	-1	-1	0	0	0
昆山灵石-内力点数-6级				235	4100	4100	-1	-1	0	0	0
昆山灵石-重击效果-6级				304	16	16	-1	-1	0	0	0
昆山灵石-抵抗重击效果-6级				305	16	16	-1	-1	0	0	0
昆山灵石-对攻击技能加成-6级				243	80	80	-1	-1	0	0	0
昆山灵石-忽略全抗-6级				268	13	13	-1	-1	0	0	0
昆山灵石-抵消伤害-6级				237	30	30	-1	-1	0	0	0
昆山灵石-加深伤害-6级				269	30	30	-1	-1	0	0	0
昆山灵石-格挡概率-6级				226	11	11	-1	-1	0	0	0
昆山灵石-拆解格挡概率-6级				270	11	11	-1	-1	0	0	0
五行强化值(至尊9级)				246	7100	7100	-1	-1	0	0	0
五行强化值(至尊10级)				246	7400	7400	-1	-1	0	0	0
五行弱化值(至尊9级)				247	7100	7100	-1	-1	0	0	0
五行弱化值(至尊10级)				247	7400	7400	-1	-1	0	0	0
对攻击技能加成（至尊9级）				243	35	35	-1	-1	0	0	0
对攻击技能加成（至尊10级）				243	40	40	-1	-1	0	0	0
抵消伤害（至尊9级）				237	65	65	-1	-1	0	0	0
抵消伤害（至尊10级）				237	70	70	-1	-1	0	0	0
对攻击技能加成（天骄之戒）				243	180	180	-1	-1	0	0	0
拆解格挡（天骄之戒）				270	10	10	-1	-1	0	0	0
生命（天骄之戒）				233	3259	3259	-1	-1	0	0	0
全抗（天骄之戒）				241	50	50	-1	-1	0	0	0
纹钢-造成受伤概率11				259	11	11	-1	-1	0	0	0
纹钢-抵抗受伤概率11				260	11	11	-1	-1	0	0	0
纹钢-造成受伤动作时间11				219	11	11	-1	-1	0	0	0
纹钢-新打击回复11				245	11	11	-1	-1	0	0	0
纹钢-造成中毒时间11				258	55	55	-1	-1	0	0	0
纹钢-原减少中毒时间11				108	55	55	-1	-1	0	0	0
纹钢-造成迟缓时间11				161	55	55	-1	-1	0	0	0
纹钢-减少迟缓时间11				106	55	55	-1	-1	0	0	0
纹钢-造成眩晕概率11				261	11	11	-1	-1	0	0	0
纹钢-抵抗眩晕概率11				262	11	11	-1	-1	0	0	0
纹钢-造成眩晕时间11				220	33	33	-1	-1	0	0	0
纹钢-原减少眩晕时间11				110	33	33	-1	-1	0	0	0
纹钢-生命回复效率11				190	11	11	-1	-1	0	0	0
纹钢-内力回复效率11				248	11	11	-1	-1	0	0	0
纹钢-生命回复（点）11				88	55	55	-1	-1	0	0	0
纹钢-内力回复（点）11				92	55	55	-1	-1	0	0	0
纹钢-生命%11				234	11	11	-1	-1	0	0	0
纹钢-内力%11				236	11	11	-1	-1	0	0	0
纹钢-新抵消伤害11				237	55	55	-1	-1	0	0	0
纹钢-抵挡重击概率11				271	11	11	-1	-1	0	0	0
纹钢-忽略对方普防11				263	22	22	-1	-1	0	0	0
纹钢-忽略对方毒防11				264	22	22	-1	-1	0	0	0
纹钢-忽略对方冰防11				265	22	22	-1	-1	0	0	0
纹钢-忽略对方火防11				266	22	22	-1	-1	0	0	0
纹钢-忽略对方雷防11				267	22	22	-1	-1	0	0	0
兴邦之戒-反弹抗性				205	1	1	-1	-1	0	0	0
山河之戒-反弹抗性				205	2	2	-1	-1	0	0	0
洪荒之戒-反弹抗性				205	3	3	-1	-1	0	0	0
混沌之戒-反弹抗性				205	4	4	-1	-1	0	0	0
天骄之戒-反弹抗性				205	5	5	-1	-1	0	0	0
无双披风-生命				233	2000	2000	-1	-1	0	0	0
无双披风-拆解格挡				270	6	6	-1	-1	0	0	0
无双披风-攻击技能加成				243	90	90	-1	-1	0	0	0
无双披风-加深伤害				269	150	150	-1	-1	0	0	0
无双披风-重击概率				227	7	7	-1	-1	0	0	0
无双面具-生命				233	3025	3025	-1	-1	0	0	0
无双面具-伤害加深				269	240	240	-1	-1	0	0	0
吴钩霜雪1				139	1	1	-1	-1	2081	2081	0
逍遥剑法1				139	1	1	-1	-1	2082	2082	0
倚剑拂天1				139	1	1	-1	-1	2087	2087	0
吴钩霜雪3				139	3	3	-1	-1	2081	2081	0
剑决浮云3				139	3	3	-1	-1	2091	2091	0
逍遥剑法3				139	3	3	-1	-1	2082	2082	0
倚剑拂天3				139	3	3	-1	-1	2087	2087	0
十步一杀1				139	1	1	-1	-1	2096	2096	0
随意曲1				139	1	1	-1	-1	2105	2105	0
逍遥琴法1				139	1	1	-1	-1	2106	2106	0
广陵散1				139	1	1	-1	-1	2109	2109	0
随意曲3				139	3	3	-1	-1	2105	2105	0
高山流水3				139	3	3	-1	-1	2110	2110	0
逍遥琴法3				139	3	3	-1	-1	2106	2106	0
广陵散3				139	3	3	-1	-1	2109	2109	0
梅花三弄1				139	1	1	-1	-1	2111	2111	0
十步一杀3				139	3	3	-1	-1	2096	2096	0
梅花三弄3				139	3	3	-1	-1	2111	2111	0
凡品秘籍基础属性-对战技十步一杀技能等级+1				139	1	1	-1	-1	2099	2099	0
凡品秘籍基础属性-对战技梅花三弄技能等级+1				139	1	1	-1	-1	2113	2113	0
附魔符攻击力1				249	1	1	-1	-1	0	0	0
附魔符攻击力2				249	2	2	-1	-1	0	0	0
附魔符攻击力3				249	3	3	-1	-1	0	0	0
附魔符攻击力4				249	4	4	-1	-1	0	0	0
附魔符攻击力5				249	5	5	-1	-1	0	0	0
附魔符生命值1				233	400	400	-1	-1	0	0	0
附魔符生命值2				233	800	800	-1	-1	0	0	0
附魔符生命值3				233	1200	1200	-1	-1	0	0	0
附魔符生命值4				233	1600	1600	-1	-1	0	0	0
附魔符生命值5				233	2000	2000	-1	-1	0	0	0
附魔符重击概率1				227	1	1	-1	-1	0	0	0
附魔符重击概率2				227	2	2	-1	-1	0	0	0
附魔符重击概率3				227	3	3	-1	-1	0	0	0
附魔符重击概率4				227	4	4	-1	-1	0	0	0
附魔符重击概率5				227	5	5	-1	-1	0	0	0
附魔符抵挡重击1				271	1	1	-1	-1	0	0	0
附魔符抵挡重击2				271	2	2	-1	-1	0	0	0
附魔符抵挡重击3				271	3	3	-1	-1	0	0	0
附魔符抵挡重击4				271	4	4	-1	-1	0	0	0
附魔符抵挡重击5				271	5	5	-1	-1	0	0	0
附魔符抵消伤害1				237	10	10	-1	-1	0	0	0
附魔符抵消伤害2				237	20	20	-1	-1	0	0	0
附魔符抵消伤害3				237	30	30	-1	-1	0	0	0
附魔符抵消伤害4				237	40	40	-1	-1	0	0	0
附魔符抵消伤害5				237	50	50	-1	-1	0	0	0
附魔符加深伤害1				269	10	10	-1	-1	0	0	0
附魔符加深伤害2				269	20	20	-1	-1	0	0	0
附魔符加深伤害3				269	30	30	-1	-1	0	0	0
附魔符加深伤害4				269	40	40	-1	-1	0	0	0
附魔符加深伤害5				269	50	50	-1	-1	0	0	0
昆山灵石-忽略对手毒防-7级				264	16	16	-1	-1	0	0	0
昆山灵石-忽略对手火防-7级				266	16	16	-1	-1	0	0	0
昆山灵石-忽略对手普防-7级				263	16	16	-1	-1	0	0	0
昆山灵石-忽略对手冰防-7级				265	16	16	-1	-1	0	0	0
昆山灵石-忽略对手雷防-7级				267	16	16	-1	-1	0	0	0
昆山灵石-增加毒防-7级				228	22	22	-1	-1	0	0	0
昆山灵石-增加普防-7级				231	22	22	-1	-1	0	0	0
昆山灵石-增加冰防-7级				232	22	22	-1	-1	0	0	0
昆山灵石-增加火防-7级				230	22	22	-1	-1	0	0	0
昆山灵石-增加雷防-7级				229	22	22	-1	-1	0	0	0
昆山灵石-造成迟缓时间-7级				161	22	22	-1	-1	0	0	0
昆山灵石-造成中毒时间-7级				258	22	22	-1	-1	0	0	0
昆山灵石-造成眩晕时间-7级				220	18	18	-1	-1	0	0	0
昆山灵石-造成受伤时间-7级				219	14	14	-1	-1	0	0	0
昆山灵石-迟缓时间减少-7级				106	22	22	-1	-1	0	0	0
昆山灵石-中毒时间减少-7级				108	22	22	-1	-1	0	0	0
昆山灵石-眩晕时间减少-7级				110	18	18	-1	-1	0	0	0
昆山灵石-受伤时间减少-7级				245	14	14	-1	-1	0	0	0
昆山灵石-造成受伤概率-7级				259	14	14	-1	-1	0	0	0
昆山灵石-抵抗受伤概率-7级				260	14	14	-1	-1	0	0	0
昆山灵石-造成眩晕概率-7级				261	14	14	-1	-1	0	0	0
昆山灵石-抵抗眩晕概率-7级				262	14	14	-1	-1	0	0	0
昆山灵石-重击概率增加-7级				227	15	15	-1	-1	0	0	0
昆山灵石-抵抗重击概率-7级				271	15	15	-1	-1	0	0	0
昆山灵石-增加生命恢复效率-7级				190	18	18	-1	-1	0	0	0
昆山灵石-增加内力恢复效率-7级				248	18	18	-1	-1	0	0	0
昆山灵石-半秒生命恢复-7级				88	215	215	-1	-1	0	0	0
昆山灵石-半秒内力恢复-7级				92	215	215	-1	-1	0	0	0
昆山灵石-生命最大值-7级				234	46	46	-1	-1	0	0	0
昆山灵石-内力最大值-7级				236	46	46	-1	-1	0	0	0
昆山灵石-生命点数-7级				233	4600	4600	-1	-1	0	0	0
昆山灵石-内力点数-7级				235	4600	4600	-1	-1	0	0	0
昆山灵石-重击效果-7级				304	18	18	-1	-1	0	0	0
昆山灵石-抵抗重击效果-7级				305	18	18	-1	-1	0	0	0
昆山灵石-对攻击技能加成-7级				243	90	90	-1	-1	0	0	0
昆山灵石-忽略全抗-7级				268	15	15	-1	-1	0	0	0
昆山灵石-抵消伤害-7级				237	34	34	-1	-1	0	0	0
昆山灵石-加深伤害-7级				269	34	34	-1	-1	0	0	0
昆山灵石-格挡概率-7级				226	13	13	-1	-1	0	0	0
昆山灵石-拆解格挡概率-7级				270	13	13	-1	-1	0	0	0
昆山灵石-忽略对手毒防-8级				264	18	18	-1	-1	0	0	0
昆山灵石-忽略对手火防-8级				266	18	18	-1	-1	0	0	0
昆山灵石-忽略对手普防-8级				263	18	18	-1	-1	0	0	0
昆山灵石-忽略对手冰防-8级				265	18	18	-1	-1	0	0	0
昆山灵石-忽略对手雷防-8级				267	18	18	-1	-1	0	0	0
昆山灵石-增加毒防-8级				228	25	25	-1	-1	0	0	0
昆山灵石-增加普防-8级				231	25	25	-1	-1	0	0	0
昆山灵石-增加冰防-8级				232	25	25	-1	-1	0	0	0
昆山灵石-增加火防-8级				230	25	25	-1	-1	0	0	0
昆山灵石-增加雷防-8级				229	25	25	-1	-1	0	0	0
昆山灵石-造成迟缓时间-8级				161	24	24	-1	-1	0	0	0
昆山灵石-造成中毒时间-8级				258	24	24	-1	-1	0	0	0
昆山灵石-造成眩晕时间-8级				220	20	20	-1	-1	0	0	0
昆山灵石-造成受伤时间-8级				219	16	16	-1	-1	0	0	0
昆山灵石-迟缓时间减少-8级				106	24	24	-1	-1	0	0	0
昆山灵石-中毒时间减少-8级				108	24	24	-1	-1	0	0	0
昆山灵石-眩晕时间减少-8级				110	20	20	-1	-1	0	0	0
